RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020
51,23,South Carolina,State,SC,97607,97744,97796,98025,98192,98463,98629,98834,98935,99148,99373,99660,99935,100260,100664,100999,101363,101676,102140,102617,103321,103974,104689,105313,105934,106353,106814,107220,107858,108385,109020,109596,110113,110481,110722,111004,111384,111929,112460,113116,113610,114153,114561,114956,115273,115652,116135,116686,117194,117772,118314,118896,119343,119819,120222,120747,121310,121871,122396,122818,123368,123826,124321,124632,125036,125425,125867,126183,126475,126775,127078,127396,127597,127722,127860,128087,128377,128621,128880,129157,129447,129735,130047,130383,130744,131174,131559,131917,132211,132550,132931,133370,133809,134258,134689,135154,135635,136143,136670,137216,137877,138552,139218,139829,140550,141356,142250,143113,144013,144812,145780,146725,147671,148584,149615,150743,151866,152962,154061,155211,156267,157527,158614,159834,160932,162147,163285,164285,165129,165872,166468,166963,167407,167773,168143,168345,168541,168585,168654,168719,168748,168614,168554,168424,168440,168237,167830,167373,166963,166656,166036,165265,164499,163856,162921,161969,160807,159863,159093,158277,157269,156136,155287,154660,154112,153586,153252,153046,152957,152754,152396,152147,152042,151864,151421,150865,150191,149492,148804,147905,146887,145715,144864,144002,143251,142590,142184,141788,141356,140903,140462,140331,140352,140615,140553,140553,140433,140340,140115,139882,139913,140063,140274,140374,140432,140499,140861,141259,141696,142126,142655,143343,143914,144446,144976,145471,146033,146498,146786,146924,147143,147472,147880,148233,148597,148903,149131,149404,149746,150262,150899,151598,152193,152738,153249,153675,154080,154569,155200,155881,156559,157068,157564,158011,158662,159290,159901,160625,161436,162315,163094,163815,164283,164863,165355,166170,166868,167665,168399,169122,169779,170413,171119,171854,172840,173843,175078,176062,176950,177700,178460,179241,180040,180764,181553,182357,183168,183946,184483,185082,185540,186153,186757,187359,187914,188510,189136,189774,190369,191006,191774,192596,193639,194655,195734,196857
25,24,Louisiana,State,LA,82962,83274,83511,84016,84311,84587,84759,85084,85380,85773,86083,86486,86883,87232,87493,87755,88145,88533,88959,89315,89742,90059,90478,90828,91183,91487,91910,92211,92853,93531,94433,95042,95591,96115,96624,97006,97372,97720,98124,98656,99033,99424,99691,100073,100428,100682,101014,101409,101935,102489,102954,103369,103701,104065,104400,104757,105187,105719,106288,106883,107519,108039,108566,109023,109324,109636,109919,110539,111064,111560,111876,112139,112302,112600,112981,113523,114458,115175,115888,115780,115876,115940,116384,116838,117325,117739,118042,118136,118113,118203,118434,118984,119500,120086,120442,120826,121299,121883,122567,123197,123734,124283,124772,125447,126047,126611,127165,127681,127971,128190,128351,128927,129695,130640,131659,132689,133756,134939,136096,137380,138797,140224,141642,142768,143725,144539,145259,145919,146507,147034,147636,148160,148642,149135,149675,150194,150521,150799,151043,151340,151620,151808,152038,152160,152279,152141,151925,151633,151568,151504,151521,151532,151528,151488,151146,150967,150742,150758,150668,150763,150674,150561,150357,150048,149741,149438,149430,149394,149631,149810,150074,150004,150011,149930,149770,149511,149350,149188,148969,148594,147836,147039,146147,145562,145038,144725,144573,144498,144366,144307,144210,144105,144094,144065,144223,144431,144708,144844,144789,144781,144843,144914,144857,144859,144938,145201,145486,145678,145898,146251,146750,147190,147411,147595,147839,148231,148708,149116,149411,149656,149654,149560,149439,149575,149805,150075,150578,150917,151206,151408,151850,152256,152698,153107,153587,153873,154239,154632,154910,155271,155467,155785,155833,156073,156447,156994,157476,157919,158329,158659,158915,159054,159279,159421,159907,160444,161049,161349,161668,161958,162380,162769,163304,163848,164530,165087,165318,165302,165161,165270,165289,165482,165543,165763,165698,165484,165181,165131,165250,165409,165808,166202,166584,166653,166807,166955,167306,167800,168304,168712,169112,169613,170005,170376,170837,171504
24,25,Kentucky,State,KY,76235,76390,76519,76811,77066,77327,77587,77859,78126,78360,78667,78990,79307,79539,79775,79988,80267,80556,80879,81186,81506,81858,82153,82448,82870,83351,83866,84274,84693,85084,85429,85770,86116,86496,86786,87051,87117,87308,87501,87904,88233,88572,88881,89200,89494,89796,90169,90548,90935,91227,91520,91801,92115,92416,92757,93155,93602,94013,94448,94912,95490,96002,96503,96916,97358,97805,98210,98535,98799,99064,99316,99559,99751,99986,100213,100461,100667,100887,101139,101416,101695,101961,102235,102490,102738,103005,103290,103600,103902,104180,104430,104705,105027,105354,105656,105944,106218,106495,106713,106891,107101,107368,107696,107992,108267,108611,108935,109289,109657,110060,110544,111047,111545,111988,112401,112802,113142,113386,113672,113999,114348,114633,114917,115250,115542,115796,115965,116134,116385,116636,116906,117072,117206,117319,117373,117411,117469,117562,117659,117731,117755,117814,117808,117797,117723,117651,117579,117390,117224,117070,117054,117063,117076,117014,116908,116769,116723,116694,116586,116428,116191,116020,115793,115579,115322,115142,115074,115121,115157,115156,115209,115308,115414,115367,115236,115060,114910,114746,114374,113933,113369,112845,112320,111877,111519,111250,111035,110873,110680,110486,110457,110468,110553,110619,110717,110843,110900,110870,110837,110764,110857,110948,111063,111112,111242,111397,111633,111752,111916,112117,112379,112758,113014,113311,113519,113764,113852,114024,114081,114291,114482,114808,115139,115319,115506,115683,115975,116334,116825,117188,117590,117901,118285,118563,118826,119207,119652,120064,120426,120762,121151,121649,122159,122710,123201,123774,124307,124860,125377,125999,126630,127263,127785,128281,128887,129572,130315,130983,131672,132329,133014,133620,134365,135061,135826,136511,137171,137711,138205,138732,139309,139753,140143,140533,140870,141286,141775,142453,143067,143703,144452,145239,145956,146452,146950,147492,148164,148803,149386,149886,150449,151060,151616,152156,152741,153591
46,26,Oregon,State,OR,127863,128335,128745,129574,130380,131199,132019,132801,133546,134369,135227,136111,136919,137692,138546,139413,140221,140944,141601,142258,142909,143347,143781,144128,144767,145264,145673,145906,146270,146706,147198,147714,148127,148657,149005,149523,149632,149865,149982,150358,150702,151005,151301,151604,152263,152865,153569,153862,154262,154748,155445,156189,156742,157248,157634,158074,158382,158743,159134,159686,160341,160874,161404,161787,162228,162655,163177,163800,164381,164960,165455,166065,166676,167328,167897,168464,169116,169841,170547,171052,171592,172148,172928,173694,174568,175378,176191,176939,177661,178410,179211,180198,181239,182459,183587,184769,185893,187182,188524,189836,191290,192748,194418,195983,197665,199412,201398,203344,205376,207669,210252,213275,216284,219476,222846,226661,230958,235068,238982,243007,247043,250598,253910,257077,260534,264240,267536,270457,272085,273639,275076,276546,277785,278857,280111,281453,282603,283008,283046,282743,282701,282352,281651,280631,279084,278075,276475,274836,272488,270303,268238,265937,263536,261024,258638,256046,253953,251327,248692,245698,243318,241016,238829,237203,236174,235461,234712,234150,233378,232766,232511,232150,231204,229795,228268,226488,224240,222151,220472,218884,217229,215220,212858,210569,208709,207553,206754,206040,205505,204699,203838,202850,202196,201837,202154,202818,203743,204581,205377,206585,207843,209566,210759,212315,213970,216516,218956,221526,224026,226230,228346,229860,231589,232973,235165,237331,239480,240813,241776,242715,243399,244540,245600,246998,248365,249951,251447,252684,253885,255507,257517,259274,261157,263105,265339,267857,270284,272811,275200,277735,280387,282453,284614,287119,290254,293236,296230,298739,301336,303636,305771,308119,310354,312991,315197,317500,319263,320801,322120,323760,325478,327214,329035,330777,332464,334472,336725,338786,340579,342434,344339,345669,346734,347455,348650,349756,350980,351703,351886,352152,352761,354025,354933,355703,356271,357463,358533,359683,360843,362241,364122,366108,368174,369874,372009,374639
45,27,Oklahoma,State,OK,63984,64080,64234,64491,64760,64958,65159,65328,65485,65630,65817,66054,66245,66450,66589,66805,66999,67290,67574,67900,68232,68588,68922,69227,69654,70055,70448,70706,70995,71284,71580,71923,72307,72699,72984,73181,73307,73540,73813,74163,74475,74818,75178,75461,75699,75916,76242,76629,76975,77220,77517,77840,78237,78565,78901,79208,79499,79793,80142,80539,80985,81396,81740,82038,82295,82572,82819,83117,83424,83729,83959,84158,84358,84627,84873,85119,85344,85596,85869,86121,86374,86630,86913,87176,87392,87594,87849,88147,88425,88676,88910,89155,89396,89620,89854,90101,90383,90673,90935,91180,91432,91706,91982,92302,92663,93072,93395,93727,94089,94430,94738,95026,95372,95696,96017,96325,96670,96969,97326,97666,98038,98472,98999,99468,99842,100154,100480,100804,101077,101389,101703,102028,102311,102510,102728,102916,103146,103364,103679,103963,104175,104286,104447,104605,104684,104829,104744,104799,104772,104906,104884,104824,104818,104942,104904,104807,104676,104475,104383,104229,104233,104263,104376,104511,104621,104704,104978,105192,105421,105558,105795,106038,106210,106149,105868,105535,105176,104872,104418,104105,103832,103675,103388,103007,102583,102290,102233,102277,102434,102440,102418,102295,102194,102187,102231,102400,102662,102897,103057,103145,103127,103192,103384,103718,104018,104176,104352,104594,104761,104976,105200,105525,105878,106096,106307,106453,106738,107013,107270,107431,107703,107938,108225,108460,108758,109303,109791,110222,110488,110848,111279,111672,111958,112255,112520,112780,112955,112897,112876,112938,113269,113657,114024,114358,114688,115049,115424,115775,116108,116499,116867,117249,117450,117692,117914,118326,118722,119099,119381,119696,120106,120568,120987,121390,121749,121946,122140,122320,122654,122875,123130,123363,123637,123972,124282,124647,124910,125426,125866,126304,126660,127227,127871,128447,128915,129358,129913,130458,131167,131782,132500,133224,133975,134660,135329,136104
11,28,Connecticut,State,CT,150897,150697,150928,151084,151199,151264,151331,151571,151444,151318,151079,151145,150764,150882,150392,150439,150352,150446,150624,150642,151157,151604,152128,152343,153355,154093,155134,155404,156003,156518,156951,157420,157979,158774,159708,160487,160998,161338,161983,162951,164069,165095,166157,167072,167992,168869,169929,171189,172497,174062,175523,176850,177761,178752,179876,181063,182243,183387,184609,185858,187217,188509,189817,191207,192673,194061,195363,197153,199084,201065,202549,203933,205318,206976,208704,210506,212378,214464,216660,218677,220377,222556,224970,227475,229773,231888,234167,236402,238775,240992,243187,245217,247605,249391,251477,253659,256256,258838,261049,263466,265955,268825,271687,274443,277078,280013,283046,286020,288558,291256,293946,296762,299421,302287,305098,308221,311241,314304,317001,319227,321133,322216,323942,325323,326903,327415,327833,327706,327391,326645,325907,325312,325552,325939,326101,325501,324536,323415,322353,321584,321144,320594,319601,318266,315885,313246,310231,307877,306090,304622,303016,300664,297918,295245,293139,291355,289728,288352,286485,284357,281569,278954,276735,275523,274637,274218,273376,272478,271165,270120,269928,270286,270684,270703,270179,269236,268042,266247,264156,262126,261009,260062,258490,256523,254572,253418,252210,250737,249060,247399,246249,244951,243563,242148,241065,239904,238758,237107,236049,235489,235295,235566,235924,236838,237720,238184,238807,239858,241386,242849,243809,244812,245865,246634,247157,247141,246932,246906,246510,246096,245236,244905,244604,244034,243302,242871,242760,242602,242382,242362,242789,243171,243603,243664,243800,244008,244431,244317,243683,243364,243517,243914,243944,243609,243402,243290,243365,243298,243114,243438,244247,245159,246076,246626,247209,247960,248793,249547,250343,251203,252171,252974,253950,254490,254840,254916,255301,255722,256223,256880,257269,257631,257653,257867,257776,258178,258053,258590,258874,259510,260041,260305,260177,259583,259364,259428,259726,259928,260742,261422,262325,263098,264079,265395,267343,269890
19,29,Iowa,State,IA,80736,80902,81047,81348,81588,81814,81991,82176,82342,82626,83005,83440,83627,83693,83679,83729,83856,83990,84180,84334,84504,84527,84385,84186,84325,84616,85024,85336,85661,85967,86289,86620,86971,87236,87557,87925,88313,88709,89048,89443,89766,90132,90430,90793,91136,91649,92207,92590,92959,93322,93882,94308,94736,95084,95477,95778,96133,96515,96862,97306,97669,98077,98371,98701,99014,99365,99729,100152,100580,100933,101264,101606,101896,102153,102380,102767,103221,103712,104088,104386,104610,104891,105246,105623,106045,106463,106857,107149,107396,107627,107963,108378,108859,109324,109774,110161,110549,110865,111253,111614,111949,112240,112487,112786,113103,113487,113798,114195,114592,115086,115525,116060,116713,117453,118206,118816,119319,119657,120020,120319,120623,120898,121203,121456,121704,121936,122208,122454,122713,122989,123264,123500,123690,123942,124230,124527,124609,124622,124570,124638,124699,124837,124945,125097,125292,125335,125198,124935,124803,124721,124634,124535,124489,124387,124276,124131,123876,123607,123361,123243,123155,123078,123043,122967,122880,122811,122753,122707,122707,122799,123025,123194,123269,123174,122964,122699,122359,121978,121594,121203,120920,120592,120230,119851,119505,119283,119157,119153,119204,119240,119309,119382,119327,119255,119241,119365,119558,119752,120009,120234,120513,120902,121312,121708,122141,122588,122843,122944,123049,123310,123555,123815,124040,124242,124397,124631,124870,125196,125636,126179,126636,126941,127171,127353,127582,127798,128031,128231,128546,128836,129185,129511,129932,130351,130800,131275,131742,132211,132700,133133,133479,133838,134218,134583,134952,135370,135840,136282,136663,137065,137484,137979,138582,139174,139770,140313,140818,141342,141809,142304,142783,143247,143766,144310,144693,145027,145350,145897,146466,146814,147124,147471,147989,148499,148921,149331,149815,150447,151013,151462,151746,152161,152496,152937,153306,153770,154134,154471,154802,155030,155297,155534,155877,156200,156590,156851
34,30,Mississippi,State,MS,72539,72538,72612,72704,72852,72983,73165,73305,73428,73704,74036,74372,74498,74589,74702,74901,75124,75293,75357,75490,75708,76217,76635,77068,77378,77856,78184,78438,78598,79012,79434,79926,80289,79772,79195,78620,78888,79183,79583,79989,80199,80097,80166,80077,80147,80330,80806,81247,81429,81559,81700,81869,82203,82653,82990,83342,83635,84115,84581,85194,85694,86030,86275,86544,86850,87142,87350,87653,87894,88231,88411,88539,88649,88787,88936,88978,89123,89315,89690,89905,90188,90381,90661,90906,91098,91325,91588,91943,92205,92414,92473,92654,92781,92985,93155,93399,93742,94068,94382,94619,94913,95143,95521,95824,96249,96578,96967,97372,97749,98214,98659,99160,99676,100346,101020,101712,102351,103078,103753,104315,104869,105585,106488,107483,108169,108902,109491,110292,111006,111734,112341,112952,113471,113811,113945,114116,114626,114949,115216,115283,115433,115479,115455,115287,115264,115101,114956,114508,113916,113381,112873,112486,112057,111725,111487,111311,110915,110525,110187,110007,109804,109549,109372,109108,108859,108561,108268,107947,107717,107593,107441,107257,107035,106868,106526,106187,105815,105523,105242,105096,105007,104871,104693,104469,104320,104132,104122,104086,104112,104010,103931,103768,103597,103432,103259,103197,103163,103192,103193,103176,103050,102935,102848,102791,102736,102673,102720,102658,102562,102413,102256,102139,102104,102112,102094,102119,102141,102250,102343,102552,102782,102994,103263,103588,103969,104411,104890,105387,105882,106322,106688,107022,107337,107712,108037,108308,108513,108713,108870,109001,109133,109299,109534,109749,109990,110265,110566,110929,111257,111519,111771,112071,112416,112701,112988,113321,113666,113932,114175,114430,114765,115118,115502,115807,116141,116498,116848,117172,117512,117930,118348,118733,119155,119566,119964,120333,120672,121112,121588,122201,122663,123105,123403,123784,124076,124434,124778,125172,125567,125884,126176,126364,126656,126940,127336,127677
6,31,Arkansas,State,AR,70050,70081,70159,70269,70399,70516,70671,70841,71006,71188,71346,71547,71757,72056,72312,72622,72858,73064,73180,73318,73521,73727,74039,74303,74671,74879,75107,75183,75384,75689,76079,76434,76716,76975,77117,77236,77172,77202,77209,77399,77576,77772,77987,78148,78290,78396,78527,78705,78898,79208,79529,79896,80119,80296,80425,80662,80955,81297,81752,82239,82820,83122,83388,83522,83815,84094,84398,84648,84856,84983,85056,85104,85208,85409,85643,85886,86121,86390,86674,86938,87218,87580,87951,88324,88556,88824,89071,89385,89737,90087,90467,90828,91229,91612,91987,92368,92777,93231,93716,94227,94670,95114,95522,96029,96521,97037,97513,98024,98687,99392,100122,100776,101439,102101,102787,103392,104021,104684,105454,106155,106725,107206,107688,108167,108688,109198,109680,110100,110504,110785,111024,111227,111429,111599,111692,111812,111852,111920,111961,112142,112220,112329,112281,112284,112232,112253,112267,112264,112132,111876,111648,111352,111147,110876,110632,110284,109878,109370,108836,108309,107944,107697,107475,107172,106882,106628,106570,106585,106707,106774,106820,106824,106842,106751,106514,106271,105898,105556,105084,104674,104263,103969,103727,103466,103093,102825,102729,102739,102804,102895,102970,102997,102991,103023,103168,103433,103815,104132,104355,104523,104752,104952,105218,105522,105872,106121,106211,106239,106271,106370,106538,106712,106841,106945,106982,106972,106995,107138,107405,107663,107895,108042,108128,108235,108416,108680,108962,109262,109527,109733,109869,110044,110174,110410,110689,111041,111357,111633,111947,112245,112558,112882,113247,113611,114025,114440,114796,115085,115386,115746,116116,116493,116891,117266,117694,118060,118493,118887,119435,119985,120479,120895,121335,121838,122343,122880,123368,123887,124343,124743,125087,125360,125726,126100,126614,127152,127687,128109,128466,128838,129303,129780,130199,130593,131010,131485,131841,132156,132480,132897,133390,133882,134329,134812,135350,135958
23,32,Kansas,State,KS,142885,143158,143447,143934,144261,144569,144816,145185,145494,145925,146369,146841,147283,147746,148185,148665,149314,149935,150686,151261,151903,152341,152688,153047,153522,153888,154148,154355,154771,155333,155909,156489,157118,157801,158589,159286,159886,160553,161301,162246,162963,163636,164135,164726,165315,165940,166644,167422,168222,168777,169293,169678,170289,170904,171697,172481,173237,174009,174665,175407,176332,177559,178847,180016,181251,182387,183362,184228,185000,185819,186237,186731,187124,187635,188266,189110,189253,189250,188971,188963,188844,188792,189904,190916,191978,192375,192256,191575,191543,192193,193729,194924,195704,196270,196232,196661,196833,197394,198393,200012,201348,202552,203101,203903,205577,207616,209639,210434,211399,212277,213225,213858,214738,214930,215291,215467,216031,216065,215986,216552,217339,218314,218869,219449,219809,220518,221296,222201,222551,223121,223845,224757,225436,225894,226416,227017,227604,228137,228604,229072,229448,229769,230032,230124,230291,230328,230448,230296,230320,230314,230260,230274,230256,230216,229834,229505,229018,228949,228779,228978,228847,228862,228905,229025,229141,229228,229427,229520,229568,229260,229294,229233,229229,228921,228354,227495,226605,225962,225400,224822,224207,223694,222739,221617,220796,220169,219772,219383,219165,218707,218232,217786,217730,217879,218177,218455,218518,218787,219006,219327,219362,219509,219787,220156,220303,220242,220646,221180,221820,221975,222151,222285,222664,223104,223532,224023,224439,224910,224859,224905,224934,225358,225944,226640,227377,227968,228593,229144,229851,230474,231356,232262,233262,234284,235126,235909,236493,237225,237861,238495,239085,239904,240690,241413,242252,243138,244132,245043,245976,246859,247701,248610,249573,250631,251808,253060,253973,254700,255509,256546,257752,258972,260366,261780,263137,264297,265301,266255,267403,268553,269414,270116,270898,271840,273077,274160,275271,276164,277085,277945,278826,279906,281079,282070,282866,283679,284297,285050,285855,286965,288170,289486,290805,292056,293419,295029
55,33,Utah,State,UT,159668,159810,160088,160586,161238,161775,162280,162690,163135,163561,164091,164604,165028,165369,165573,165878,166228,166759,167295,167764,168158,168617,168835,169082,169490,170220,170974,171460,171574,171611,171642,171787,171963,172042,172277,172395,172421,172354,172409,172587,172357,172134,171987,172443,172854,173313,173699,174261,174799,175340,175793,176360,177979,179383,180734,181005,181512,181981,182590,183150,183708,184106,184386,184591,184400,184352,184277,184688,185019,185461,185666,185780,185836,185813,186011,186112,186093,185976,185940,185937,185804,185467,185322,185202,185180,185244,185184,185261,185442,185736,185894,185961,186089,186351,186660,187043,187439,187834,188208,188469,188610,188697,188759,188855,188962,189138,189231,189360,189597,190096,190708,191425,192140,192763,193395,194150,195181,196443,197946,199596,201185,202913,204821,207125,209561,212408,215722,219205,222665,225816,228760,231412,234348,237255,240374,243161,246017,248905,251463,253880,255408,256653,257595,258668,259354,259207,258184,256412,254529,252287,250006,247472,245470,243535,241603,239353,236752,234401,232047,230221,228176,226447,224925,223605,222138,220790,219886,219243,218608,217959,217286,216756,216045,214978,213355,211347,209872,208420,206772,204572,202822,201166,200043,198555,197388,196216,195643,195566,194960,194351,193780,194072,194297,194780,195078,195786,196833,197935,198912,199794,201321,203170,205214,207346,209412,211536,213576,216080,218253,220869,223369,225785,227828,229402,230720,231460,232266,232985,233866,233985,234177,234188,234175,234267,234236,234879,235801,236847,237953,239005,240425,242120,243678,245084,246675,248698,250883,252717,254094,255540,257158,258831,260122,261327,263026,264944,266987,268438,270324,272176,274548,276791,278889,280855,283104,285585,287996,290454,292685,295175,297044,299056,301004,303449,305521,308129,310644,313686,316396,318781,321221,323297,325618,328226,330917,333467,335727,337839,339608,340918,341993,343569,345037,346523,347783,348933,350278,351585,353473,355365,357677,360176,363200,366155,369416,373049
42,34,Nevada,State,NV,157133,157100,157249,157393,157662,157814,158063,158516,159017,159486,159726,160105,160461,160992,161296,161828,162218,162607,162840,162849,162997,163165,163624,164003,164618,165172,165748,165983,166140,166570,166895,167231,167293,167570,167884,168066,167891,167701,167714,167973,168431,169004,170087,171016,171873,172388,173039,173707,174521,175199,175931,176701,177451,178078,178416,178878,179535,180302,181117,181875,182753,183808,184801,185701,186567,187552,188622,189768,190931,192071,192998,194046,194990,195927,196778,197817,198754,199581,200290,201203,202153,203523,205030,206703,208342,209921,211159,212316,213613,215065,216819,218998,222121,225696,229844,233906,238528,242724,248311,253275,260382,268050,276737,283697,289310,294032,298696,303819,308431,314918,320043,326925,330199,333426,335004,338405,341672,344686,347138,348485,350175,350353,351849,352621,353974,354093,354048,353172,352380,350935,349956,349204,348589,347861,346068,342694,339091,335726,332423,328603,324210,319663,313798,307081,298916,289595,280380,272805,266848,260234,253381,245823,238224,230550,222521,215856,209029,203980,198697,193519,187132,180886,175086,170942,167761,165495,163658,161573,160786,159848,159201,158013,156909,156684,156181,155536,154056,152590,151654,150700,148906,146817,144794,143186,142096,140290,139079,137210,136435,135663,135022,134506,134374,134301,134155,134428,134900,136133,137136,139102,140942,142895,144959,147375,150326,153624,157693,161460,165565,169736,174342,178446,182351,185738,188901,190998,192914,194651,196163,197317,197786,198113,198910,199563,199743,200821,202045,204537,206016,207635,208778,210196,212128,213560,214248,215317,216966,218452,219364,220782,222766,224623,225637,227179,228510,230186,231514,232862,234129,234671,235781,235387,236181,237014,240209,242602,245100,247497,250748,253545,257076,261140,265515,269597,272447,275693,277775,280446,283265,287387,291198,294839,296908,298173,298468,299711,300918,302101,302024,302304,303338,304525,304568,303415,302188,302380,303368,304114,305211,306148,308181,309920,311122,311718,313330,316275
41,35,New Mexico,State,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,127116,127159,127163,127096,126978,126905,126901,126937,126928,126935,126932,126907,126906,126857,126792,126767,126985,127207,127460,127548,127728,127821,127929,128090,128277,128490,128703,129055,129146,129230,129195,129428,129722,130155,130654,131100,131540,131940,132613,133221,133879,134395,134835,135219,135471,135788,136088,136570,136967,137402,137462,137638,137874,138315,138735,139106,139403,139766,140039,140321,140592,140894,141300,141673,142135,142562,143122,143784,144661,145417,146305,146934,147602,148334,149286,150234,150941,151432,151988,152569,153243,154017,154809,155921,156896,157963,158914,160302,161893,163882,165765,167728,169671,171671,173703,175719,177966,180072,182047,183652,185378,187115,188882,190360,191448,192304,193077,193775,194656,195462,196491,197274,197852,197890,197828,197783,197826,197629,197337,197114,196543,195883,194578,193565,192350,191629,190444,189501,188643,187866,186879,185264,184262,183328,183545,183181,182995,182201,182420,182294,182038,181417,180990,180963,180458,180040,178855,177754,176585,175597,174000,172482,171229,170874,170556,170261,169476,168362,167241,166623,166175,165853,165606,165399,165229,164816,164450,163869,163617,163646,163861,164033,163973,164326,164436,164744,164311,163965,163692,164127,164690,165397,166180,166789,167719,167884,168449,168551,169642,170537,171294,171348,171189,170972,170534,170177,169634,169736,169852,170564,170780,170815,170675,170664,171045,171294,171758,172223,172959,173345,173342,172825,172642,173014,173717,174669,175229,175889,176369,176908,177050,177368,178149,179284,180278,180682,180942,180869,181187,181577,182239,182969,183773,184489,184767,185138,185339,185790,186508,187640,188724,189530,190116,190348,190814,191355,192709,193885,195212,196361,197266,197918,198508,199348,200545,201738,202764,203678,204315,205055,205845,206834,207977,209250,210595,211935,213125,214568,216112
