RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020
40,10,New Jersey,State,NJ,163365,163065,162848,162437,162112,161818,161609,161551,161590,161688,161766,161872,162122,162493,162950,163333,163769,164279,164794,165210,165563,165880,166320,166795,167197,167547,167777,168100,168351,168649,168937,169342,169871,170580,171229,171912,172525,173311,174218,175244,176376,177506,178756,179800,180789,181677,182888,184233,185717,187103,188486,189864,191189,192572,193974,195572,197236,198895,200465,202017,203607,205408,207222,209164,211066,213027,214962,216835,218787,220880,222987,225070,227161,229352,231643,233921,236246,238667,241241,244245,247530,251011,254428,257844,261246,264553,267740,270842,273907,277017,280172,283221,286029,288592,291153,293872,296802,299912,303292,306636,310314,313977,317883,321789,325739,329736,333689,337613,341553,345184,348693,352415,356309,360415,364437,368534,372514,376605,380670,384615,387872,390815,393328,395811,397952,399798,400963,401336,401251,400580,399765,398480,397128,395948,395436,395243,394822,393557,391860,390062,388452,387006,385515,383830,382028,380161,377666,374552,370968,367858,365121,362565,359842,356799,353438,350281,347626,345072,342600,339795,337322,334996,333075,331527,330364,329686,329293,329106,328571,327967,327198,326857,326513,326082,325287,323960,322119,319942,317910,315941,314004,311898,309651,307475,305215,303083,300912,299201,297705,296264,294502,292672,291043,289932,289240,288487,287747,286756,285959,285130,284810,284876,285309,285890,286605,287178,287623,287995,288755,290087,291765,293577,295105,296492,297877,299025,300020,300556,301627,302696,303744,304290,304607,304742,304625,304415,304067,304011,304281,305060,305289,305589,305659,305983,306076,306223,306580,306964,307495,307863,307850,307844,307776,307991,308096,308556,309119,309658,310087,310671,311217,311819,312632,313298,314417,315127,316462,317197,318326,319516,320893,322089,323300,324519,325948,327429,328742,330202,331186,332356,333024,333515,334152,334894,335788,336315,336632,336902,337366,337796,338829,339783,340824,340740,340496,340348,340724,341457,342355,343480,344630,345999,347201,348695,350510,353518
56,11,Virginia,State,VA,121006,120944,120945,120910,120851,120774,120714,120761,120872,121034,121166,121297,121367,121512,121609,121779,121910,122067,122269,122428,122628,122767,123019,123223,123576,123849,124148,124312,124695,125097,125478,125780,125936,126156,126317,126661,126966,127350,127756,128318,128841,129501,130118,130699,131323,131973,132702,133398,134159,135040,135903,136709,137400,138031,138791,139699,140681,141640,142619,143669,144769,145720,146721,147691,148795,149824,150877,151880,152939,154015,155202,156379,157598,158844,160097,161393,162618,163972,165269,166659,168031,169488,170960,172449,173919,175459,176985,178545,180044,181541,183097,184714,186450,188503,190688,192945,195136,197607,200282,203142,206242,209709,213536,217617,221664,225392,228826,232469,236340,239955,243630,247572,252195,256613,260718,264382,268218,271790,275264,278102,280730,283214,285533,287195,288095,288673,289347,289785,289537,289041,288580,288503,288335,288276,288139,288196,287726,286769,285337,284150,283195,282222,280958,279190,277337,275208,272764,269954,267197,265021,262889,260624,258340,256428,254633,252822,250724,248792,247003,245431,244154,242986,242262,241601,240985,240294,239955,239865,240136,240325,240608,240888,241064,240842,240090,239244,238505,237823,236882,235984,235041,234072,233006,232106,231321,230807,230421,230270,229912,229426,228892,228611,228361,228477,228674,228973,229336,229669,230115,230408,230863,231633,232662,233487,234309,235007,235886,236659,237370,238055,238838,239786,240845,241597,242282,242908,243780,244390,244864,245162,245410,245761,246113,246371,246494,246737,247003,247292,247275,247690,248124,248561,248934,249221,249547,249853,250230,250626,250896,251192,251586,251650,251781,252155,252897,253626,254300,254961,255682,256348,257189,258149,259111,260192,261030,261906,262444,263146,263745,264502,265192,265996,266894,267608,268505,269059,269968,270632,271627,272464,273298,273868,274353,274880,275650,276707,277765,278930,280009,281042,281819,282567,283303,284182,285121,286117,286942,287666,288364,289217,290088,291177,292430,293816,295301,296848
59,12,Washington,State,WA,140314,140319,140342,140399,140520,140848,141236,141705,142091,142565,143136,143784,144324,144898,145546,146445,147373,148021,148619,149070,149618,150185,150782,151520,152692,153896,155071,155727,156421,157153,158071,159188,160576,161760,162777,163531,163934,164399,164913,165905,166714,167843,168733,169702,170463,171543,172689,173733,174683,175648,176589,177513,178535,179333,180245,180915,181620,182139,182779,183550,184484,185367,186194,186944,187589,188289,188874,189604,190274,191071,191774,192708,193419,194179,194753,195285,195673,196048,196588,197152,197773,198401,199149,199633,200318,201053,202120,203113,204206,205155,206165,207323,208656,210055,211300,212665,214197,215887,217485,219137,221054,223138,225110,226850,228701,230789,233241,236073,239042,241636,244431,247375,250660,254438,258601,263222,267608,271742,275916,279863,283482,287240,290663,294294,297693,300875,303814,306304,308675,310996,312840,314269,315390,316697,318400,320417,321942,322749,322750,322845,322687,321778,320365,319003,317682,316301,314586,312275,309382,306393,303616,300589,297457,294520,291647,288643,286191,283348,280317,276092,272680,269956,268376,267034,265878,265221,264868,264516,263126,261734,260533,260751,261118,260431,258464,255831,253594,251067,248602,246162,244269,242876,240979,238674,235273,232704,230470,229056,227422,225943,224489,223325,222601,221563,221260,221118,222068,223176,224579,225962,227396,229094,231119,233132,234706,236491,238638,241132,243674,245647,247830,249897,252234,254051,255465,256731,258272,260124,261191,262154,262669,264199,265450,266546,267340,268682,270228,272039,274038,275557,277530,279337,281886,283860,285824,288361,291050,293818,296410,298946,301284,304022,306736,309519,311896,314516,317456,320100,322878,325371,328422,331445,334502,337456,340449,343822,347224,350773,354377,357835,360894,364108,367065,370613,373996,377994,381643,385220,388384,390926,392584,393654,395167,396807,398170,398662,399160,399223,399321,399534,401450,403786,406198,407470,408848,410345,412681,415464,418451,421649,425215,428860,431609,434554,438159,443350
26,13,Massachusetts,State,MA,154595,154584,154698,154905,155144,155402,155776,156277,156752,157325,157881,158484,158627,158878,159073,159626,160253,160947,161587,162266,163037,163844,164641,165610,167070,168587,170135,171328,172492,173686,174771,175891,177130,178450,179999,181238,182992,184832,186961,188975,190957,192887,195154,196872,198664,200104,201795,203858,205878,208220,210259,212374,214500,216697,218994,221795,224787,227840,230696,233639,236571,239357,242203,245123,248098,251215,254248,257421,260196,263102,265922,268654,271251,273693,276314,278932,281728,284665,288010,291265,294693,298454,302370,306178,309481,312757,315979,319286,322498,325489,327887,330275,332591,334906,337249,339778,342550,345244,347847,350481,353172,356017,359237,362514,365872,368760,371486,374061,376593,379595,382282,384877,386886,388358,389698,390654,392010,393216,394237,394324,394093,393056,392161,391060,390084,389004,387172,385174,382551,380343,377973,376132,374810,373927,373241,372137,370698,369016,367514,366173,365042,363499,361979,360280,358132,355709,353107,350689,348447,346408,344453,342438,340046,337638,335106,332545,330062,327608,325345,323314,321967,320897,320377,320028,320413,320917,321657,322358,323368,324744,325889,326797,326938,326876,326126,325229,323797,322605,321432,320658,319685,318200,316292,314505,312915,311851,310918,310183,309254,307944,306501,305152,304184,303191,302947,303001,303670,304044,304557,304998,305625,306832,308681,310848,312459,314912,317047,319341,321061,322894,324963,327133,329855,332366,334309,335310,336301,336918,338210,339673,341107,342277,343056,343914,344250,344457,345012,346627,348747,350479,351624,351878,352533,353226,354857,356534,358072,359720,360720,361585,362547,364376,366173,368215,369998,371767,372651,373730,375481,377497,379905,381809,383457,384415,385638,387661,389964,392502,395086,397106,399100,400637,402898,404817,406904,409373,411866,413823,415387,417189,419077,420373,420788,421392,421849,422795,423189,423389,423168,423731,424871,426649,427306,427402,427526,428253,429388,430512,432161,434087,436488,438606,440669,442336,445138,449102
22,14,Indiana,State,IN,110927,110937,110506,110187,110074,110374,110573,110399,110270,109351,108468,107276,106728,106114,106033,105630,105194,104998,105078,105554,105346,106167,106870,107928,108170,108355,108614,109091,109102,107606,105893,104770,104902,105268,105599,106110,106269,106364,106242,106149,106207,106834,107452,107007,106167,104713,103664,102321,101749,101649,101652,101366,101201,101246,101597,102164,102626,103254,103867,104545,105018,105112,105227,105414,105668,105813,105862,106118,106327,106661,106801,107051,107070,107182,107172,107249,107323,107496,107642,107654,107692,107784,107989,108171,108275,108379,108486,108741,108916,109094,109252,109483,109762,110026,110279,110514,110679,110802,111019,111316,111704,111976,112252,112600,112948,113331,113678,114067,114947,115918,116964,117509,117991,118479,119007,119424,119771,120029,120292,120498,120466,120418,120280,120411,120607,120927,121254,121588,121960,122316,122531,122718,122790,122915,122968,123124,123155,123118,123017,122993,122964,122935,123067,123284,123455,123451,123363,123139,122948,122752,122619,122382,122101,121867,121545,121058,120661,120262,120019,119693,119455,119192,118869,118581,118389,118231,118189,118202,118185,118242,118199,118283,118232,118194,118022,117720,117260,116787,116309,115950,115638,115265,114909,114462,114069,113734,113615,113693,113828,113882,113873,113745,113590,113475,113466,113531,113639,113658,113637,113559,113573,113711,113748,113847,113940,114177,114355,114587,114825,115136,115415,115701,115942,116133,116449,116811,117235,117599,118014,118365,118684,118959,119339,119720,120087,120453,120834,121206,121477,121714,121933,122244,122540,122841,122983,123156,123393,123663,124020,124407,124941,125407,125757,126042,126427,126968,127667,128332,129004,129616,130137,130579,131020,131633,132384,133215,134021,134750,135345,136015,136666,137547,138389,139284,139960,140709,141583,142572,143474,144386,145382,146306,147062,147627,148396,149335,150441,151238,151944,152482,153233,153899,154544,155161,155904,156753,157496,158106,158711,159503,160296,161166,161938,162805,163687,164636
8,15,Arizona,State,AZ,109037,109346,109702,110348,110952,111496,111995,112458,112901,113351,113768,114156,114497,114872,115167,115492,115834,116176,116513,116842,117222,117588,118005,118456,119043,119580,120083,120481,120896,121348,121898,122529,123125,123707,124253,124814,125191,125596,126067,126701,127351,128192,128966,129708,130348,130971,131610,132165,132879,133591,134360,135085,135824,136376,136976,137541,138244,138892,139528,140196,140886,141579,142225,142831,143435,144020,144558,145081,145653,146299,147014,147671,148259,148785,149381,149977,150546,151189,151846,152585,153176,153848,154552,155396,156267,157112,157877,158639,159343,159999,160547,161195,162101,163110,164113,165116,166317,167480,168825,170121,171702,173127,175001,177276,179528,182169,185030,189010,193619,198389,202924,208044,214184,221959,230390,238572,247153,254241,261377,266087,269077,272888,277016,281027,282589,282715,281687,280268,278138,276928,275222,274025,273074,272116,271392,270772,269773,268039,265947,264155,261921,259350,255423,251853,247943,242956,237596,231300,227087,222518,218037,212479,207487,203097,199110,194827,191201,188412,185342,182086,178203,175313,173313,171527,170056,167958,167412,167049,166726,165437,164257,163895,163131,162204,159931,158300,156116,154640,152509,150453,148340,146696,145633,143824,142106,140150,139256,138671,138415,138451,138506,139446,140130,141406,142311,144532,147322,150278,152916,155519,158611,161334,164310,165987,168189,169522,171815,173676,175624,177993,180764,183074,184993,186590,187490,189028,190700,193200,193959,193969,193827,194035,193924,194014,193804,194260,195327,196550,196978,197186,198598,200504,202228,203174,204491,205729,207214,208091,208809,209634,211277,212565,213433,214267,215297,216406,217033,218091,219226,220837,222414,223694,224657,225813,227177,228465,229652,231089,232838,234063,235427,236824,238421,239726,241192,242998,244740,246337,247942,249534,250968,252164,253540,254745,255876,256847,258078,259244,260272,260714,261797,263347,265112,266591,267760,269289,271017,273201,275257,277283,279580,282610,285298,287735,290226,293397
53,16,Tennessee,State,TN,89955,90134,90352,90777,91220,91674,92143,92598,92991,93348,93720,94107,94432,94801,95180,95628,96020,96359,96687,97019,97431,97849,98268,98663,99265,99843,100367,100656,100967,101295,101581,101894,102244,102682,103026,103354,103445,103543,103631,103924,104256,104673,105123,105541,105847,106089,106410,106726,107051,107376,107704,108054,108344,108583,108832,109063,109363,109625,109948,110332,110815,111180,111524,111785,112080,112332,112551,112837,113113,113418,113635,113791,113921,114115,114331,114516,114706,114912,115148,115328,115516,115727,115965,116223,116433,116683,116905,117173,117442,117730,117990,118265,118546,118847,119156,119471,119846,120211,120605,120994,121371,121743,122127,122544,122998,123493,124015,124565,125158,125794,126466,127144,127850,128585,129388,130180,130993,131745,132527,133316,134083,134832,135512,136196,136854,137539,138221,138934,139613,140283,140896,141454,141932,142357,142799,143217,143607,143932,144197,144388,144442,144377,144197,143962,143582,143168,142765,142499,142282,141998,141599,141071,140540,140059,139587,139095,138687,138323,137862,137174,136362,135633,135030,134614,134303,134090,133904,133798,133774,133690,133661,133601,133616,133506,133311,132978,132576,132126,131687,131198,130558,130001,129413,128989,128521,128184,127859,127594,127316,127021,126763,126548,126475,126395,126416,126437,126548,126603,126745,126863,127045,127190,127316,127497,127723,128047,128401,128804,129128,129490,129821,130311,130853,131517,132203,132791,133297,133675,133988,134245,134566,134968,135380,135718,135973,136176,136350,136687,137129,137661,138173,138706,139370,139995,140597,141176,141820,142533,143295,143958,144672,145402,146179,146860,147423,147993,148696,149468,150362,151257,152225,153201,154055,154808,155687,156757,157902,159033,160120,161203,162149,163068,164010,165023,166010,167095,168063,169064,170015,171053,172119,173112,174086,175019,175851,176670,177558,178341,179079,179737,180532,181292,182004,182770,183623,184512,185499,186488,187492,188581,189775,191017,192210,193440,194755,196125
32,17,Missouri,State,MO,82898,83103,83269,83590,83850,84082,84291,84522,84782,85108,85423,85710,85898,86018,86157,86358,86640,86937,87255,87552,87851,88054,88257,88459,88774,89110,89422,89705,90007,90335,90676,90933,91123,91362,91683,92072,92465,92909,93373,93768,94087,94409,94724,95211,95701,96094,96350,96647,97105,97575,98044,98558,99118,99663,100238,100843,101459,102126,102860,103529,104032,104438,104973,105604,106268,106920,107550,108111,108667,109241,109856,110513,111187,111895,112502,113063,113583,114138,114709,115244,115826,116423,117021,117542,118076,118696,119347,119995,120612,121229,121795,122420,123054,123712,124294,124908,125501,126018,126469,126873,127342,127830,128406,128906,129336,129709,130172,130692,131253,131802,132379,132977,133624,134238,134807,135392,135984,136574,137103,137604,138044,138451,138815,139209,139544,139889,140207,140503,140815,141138,141508,141779,141967,142036,142091,142142,142157,142154,142126,142086,141946,141680,141300,140920,140618,140431,140177,139742,139299,138888,138520,138092,137711,137340,136758,136087,135444,134974,134504,133984,133393,132807,132250,131857,131491,131275,131344,131551,131560,131250,131080,131102,131128,130864,130395,129785,129048,128290,127425,126609,125823,125170,124299,123333,122399,121768,121379,121006,120728,120389,120069,119653,119300,119089,119118,119317,119498,119536,119469,119507,119711,119825,120095,120382,120955,121322,121609,121686,121827,122082,122413,122724,122908,123270,123543,123900,124130,124448,124751,125096,125541,125987,126401,126754,127081,127390,127737,128027,128187,128366,128673,129209,129692,130174,130607,131095,131582,132035,132412,132941,133499,134133,134658,135136,135705,136309,137002,137630,138272,138977,139791,140475,141182,141888,142651,143355,143895,144462,145015,145690,146520,147337,148117,148806,149511,150161,150935,151789,152732,153538,154300,155022,155571,156109,156651,157390,158153,158910,159533,160099,160788,161424,161924,162118,162438,162850,163391,163880,164387,164989,165688,166471,167209,168121,169236,170670
27,18,Maryland,State,MD,150692,150674,150667,150699,150816,150910,150952,150910,150953,151030,151140,151254,151192,151157,151091,151173,151180,151284,151489,151760,151880,151996,152111,152187,152410,152627,152983,153126,153250,153274,153254,153366,153585,153746,153797,153959,154344,154907,155388,155839,156209,156642,157135,157623,158125,158714,159520,160285,160978,161424,161946,162442,163141,163804,164529,165132,165799,166581,167399,168302,169080,169976,170832,171891,172835,173874,174873,176053,177276,178469,179756,181089,182632,184170,185816,187470,189341,191202,193181,195146,197115,199119,201129,203325,205530,207858,210266,212611,214929,217235,219567,221882,224439,227294,230257,233085,235912,239031,242179,245459,248799,252543,256459,260790,265376,269788,274372,278789,283662,288175,292601,297296,302299,307809,313418,319029,323926,328920,333161,337899,341526,345291,348905,352546,355858,358175,360170,361358,362248,362556,363247,363409,363594,363304,363246,362922,362535,361810,360968,359969,359069,357481,354711,351630,348996,346833,344266,341115,337097,332568,327743,323240,319065,315237,312183,309065,305569,301640,297498,293537,289959,287439,285332,283805,282076,280750,279612,278887,278433,277471,276564,275861,275847,275380,274572,272947,271376,269596,267551,265441,263525,262457,261632,260555,258932,257455,256027,254894,253713,252991,252416,251916,251110,250401,249961,249900,249997,250236,250778,251509,252277,252841,253492,254418,255740,257007,258368,259686,261438,263036,264692,266122,267746,269285,270934,272108,273189,274098,274601,275217,275160,275475,275458,275816,275866,276053,276276,276414,276380,276298,276741,276806,277099,277073,277379,277545,277742,277903,277717,278197,278739,279561,279987,280759,281829,282681,283649,284337,285553,286497,287638,288400,289514,290468,291440,292139,292627,293411,293837,294748,295598,296907,298227,299435,299980,300722,301511,302909,304035,305074,305967,306413,306680,306887,307394,308042,308948,309695,310086,310303,310802,311452,311640,311637,311658,312023,312265,312589,313073,313744,314810,315891,317061,318244,320082,322369
60,19,Wisconsin,State,WI,97593,97739,97843,98144,98498,98986,99471,99932,100329,100732,101157,101584,101980,102323,102733,103069,103442,103648,103884,104097,104377,104692,104916,105150,105320,105652,106010,106451,106729,106962,107179,107522,107944,108299,108717,109099,109663,110237,110836,111438,111976,112539,113045,113493,113888,114333,114961,115665,116370,116838,117300,117601,118090,118573,119164,119747,120324,120895,121390,121889,122352,122935,123532,124239,124858,125477,126069,126646,127233,127772,128359,128945,129584,130211,130784,131333,131816,132302,132732,133224,133728,134323,134982,135695,136404,137090,137869,138577,139327,140054,140834,141817,142862,143992,144811,145570,146449,147541,148598,149648,150783,152002,153292,154238,155162,156001,157080,158181,158948,159546,160182,161147,162232,163342,164435,165504,166387,167090,167713,168266,168792,169379,169868,170251,170429,170489,170504,170578,170779,171022,171245,171374,171757,172011,172359,172403,172379,172199,171898,171679,171502,171527,171538,171520,171493,170970,170191,169102,168336,167794,167368,166808,166165,165228,164207,163179,161643,160646,159692,159436,158781,158189,157551,157213,156909,156647,156336,156058,156156,156347,156532,156470,156300,155795,155139,154004,152655,151457,150334,149464,148504,147535,146472,145274,144071,143140,142279,141865,141593,141383,141150,140794,140463,140093,139749,139502,139494,139538,139716,139684,139698,139569,139630,139644,139841,139731,139998,140485,141334,142021,142638,143349,144194,145021,145600,146040,146439,147102,147837,148220,148379,148583,149014,149297,149375,149470,149757,150229,150670,151202,151509,152037,152372,152658,152810,153017,153367,153825,154435,155061,155648,156184,156656,157193,157893,158832,159700,160707,161746,162858,163751,164565,165416,166283,167176,168091,168982,169945,170914,171893,172736,173468,174347,175435,176738,177856,179027,180029,181228,182149,183035,183671,184483,185253,186120,186818,187456,188283,189216,190251,191070,191865,192636,193357,193998,194788,195610,196504,197370,198239,199052,199925,200926,202126,203422,204948
31,20,Minnesota,State,MN,103764,103601,103537,103479,103568,103808,104065,104450,104786,105201,105633,106094,106487,107003,107593,108241,108735,109131,109553,109962,110423,110884,111361,111934,112605,113265,113846,114278,114814,115266,115886,116483,117388,118236,119075,119805,120692,121823,123112,124458,125772,127247,128502,129467,130190,131060,132351,133727,135064,136325,137459,138753,140003,141341,142748,144679,146506,148324,149727,151405,152990,154549,156207,157927,159507,161036,162595,164206,165924,167677,169375,170686,171903,173083,174289,175383,176734,178018,179350,180423,181546,182660,183919,185360,186854,188253,189593,190789,192026,193144,194395,195670,197006,198256,199538,200776,201919,203150,204478,205933,207265,208720,210101,211463,212680,213835,214863,215930,217242,218607,219768,220969,222194,223335,224316,225098,226071,226899,227873,228509,228951,229218,229500,229701,229767,229839,229813,229710,229309,229000,228640,228569,228528,228583,228405,227943,227147,226111,224964,224141,223379,222686,221559,220037,218284,216239,214475,212724,211088,209478,207819,205917,204009,202081,200374,198747,197085,195451,193304,191440,189913,188961,188277,187891,187532,187084,186577,186499,186497,186749,187091,187396,187504,186976,186134,184641,182972,181308,179944,178287,176725,174937,173460,171787,170133,168619,167357,166576,165949,165336,164611,163987,163541,163468,163692,164245,164730,165493,166316,167343,168528,169977,171563,173151,174565,175578,176324,177092,178633,180346,182266,184029,185772,187407,188744,189881,191096,192389,193907,195199,196152,196726,196965,197009,196955,196914,197079,197576,198046,198974,199792,200858,201574,202254,202972,203778,204762,205710,206790,207840,209119,210200,211165,211838,212492,213417,214640,216144,217476,218876,220084,221227,222173,223161,224379,225901,227628,229225,230565,231537,232534,233451,234743,236173,237779,239379,240982,242411,243604,244579,245507,246616,247602,248659,249568,250516,251483,252352,252985,253637,254549,255785,256923,257639,258453,259294,260268,261163,262010,262969,264099,265281,266367,267364,268546,270082
10,21,Colorado,State,CO,139175,139633,140010,140776,141451,142128,142790,143469,144119,144735,145343,145949,146545,147045,147589,148224,148948,149615,150184,150742,151363,152087,152857,153614,154428,155154,155869,156397,157027,157657,158576,159600,160757,161833,162800,163822,164812,166120,167500,169047,170540,172358,174045,175487,176581,177772,179252,180845,182546,184253,185931,187782,189634,191536,193377,195471,197745,200025,202228,204408,206729,208805,210762,212465,214149,215608,217100,218606,219976,221165,222114,222979,223526,224160,224848,225622,226439,227146,227824,228205,228697,229222,229718,229972,230197,230460,230857,231114,231148,231164,231253,231487,231843,232126,232613,233090,233583,234081,234490,235006,235530,236157,236731,237286,237644,238107,238539,239203,239901,240526,241129,241713,242317,242867,243453,244010,244710,245507,246310,246925,247527,248008,248385,248556,248853,249071,249186,249348,249384,249283,249088,249142,249239,249198,249199,249354,249639,249890,250129,250116,249734,249096,248337,247434,246327,245280,244215,243253,242145,241169,240184,239344,238761,238259,237585,236745,235855,235238,234708,234287,233977,233684,233378,233099,232898,232831,233008,233322,233807,234157,234391,234258,233875,233176,232405,231486,230501,229568,228651,227756,226836,225885,224995,224230,223312,222616,221945,221774,221744,221796,221896,222074,222377,222736,223175,223924,225173,226670,228280,229535,230878,232225,233703,235087,236683,238406,240414,242165,243815,245357,247138,249210,251086,252792,254272,255925,257334,258762,259957,261375,262889,264558,266213,267647,269282,271221,273528,275978,278732,281532,284340,287009,289919,292833,295725,298719,301832,304884,307675,310274,312565,314892,317327,320051,322497,324839,327314,329881,332213,334362,336745,339150,341869,344579,347422,349822,352068,354266,356240,358124,360115,362402,364561,367135,369446,371702,373731,376213,379018,381664,384017,385958,387773,389702,391763,393076,393821,394802,395697,396525,396909,397772,398698,399566,400345,401095,401887,403040,404727,406300,408080,409832,411879,413740,415852,418363
4,22,Alabama,State,AL,83881,83983,84067,84189,84258,84361,84500,84712,84843,84973,85073,85260,85370,85497,85619,85960,86392,86820,87163,87470,87863,88305,88784,89213,89769,90245,90699,90957,91209,91454,91831,92126,92505,92831,93162,93401,93660,93958,94299,94563,94880,95138,95356,95623,95899,96200,96563,96910,97188,97446,97713,98097,98441,98826,99136,99451,99744,100058,100385,100805,101314,101718,102075,102322,102573,102811,103093,103349,103620,103919,104166,104326,104418,104586,104743,104922,105142,105387,105645,105876,106110,106336,106562,106822,107070,107389,107722,108126,108423,108658,108855,109128,109425,109658,109859,110051,110335,110636,111004,111334,111739,112204,112729,113204,113648,114118,114662,115241,115741,116122,116389,116683,117068,117533,118058,118568,119158,119854,120744,121664,122659,123531,124495,125381,126325,127188,128030,128898,129639,130285,130631,130960,131193,131735,132271,132882,133114,133229,133202,133305,133381,133464,133440,133404,133213,132955,132629,132384,132260,132238,132178,131892,131589,131112,130771,130245,129844,129257,128725,128031,127413,126738,126202,125678,125164,124732,124399,124182,124000,123816,123401,122961,122425,121947,121337,120754,120253,119843,119329,118722,117960,117313,116837,116526,116260,115993,115729,115481,115161,114811,114382,114110,114056,114046,114037,113872,113827,113754,113782,113764,113850,113947,114185,114356,114534,114676,114888,115089,115152,115230,115328,115562,115764,115965,116147,116364,116505,116619,116666,116849,117152,117505,117800,118044,118215,118429,118644,118828,119022,119220,119502,119708,119893,120054,120291,120488,120750,120916,121073,121256,121535,121893,122218,122585,122886,123225,123457,123735,123969,124349,124792,125225,125536,125788,126074,126403,126754,127022,127343,127744,128297,128799,129196,129717,130253,130835,131331,131867,132466,133138,133847,134459,135002,135490,136055,136476,136958,137450,137983,138477,138969,139621,140295,140870,141326,141828,142484,143225,143973,144745,145575,146455,147355,148166,148993,149996
