GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
5100148,2000,Abingdon,Virginia,7780,10.06,1398.75,41.94,440,30976,100100,23.6,94.4,3.41,0.8,0.12,0.64,0.01,0.58,0.05,29.86,28.86,2.06,2.13,0,0,0
5100148,2001,Abingdon,Virginia,7780,10.06,1438.06,41.94,440,30976,100100,23.6,94.4,3.41,0.8,0.12,0.64,0.01,0.58,0.05,38.5,33.8,2.35,2.68,0,0,0
5100148,2002,Abingdon,Virginia,7780,10.06,1474.88,41.94,440,30976,100100,23.6,94.4,3.41,0.8,0.12,0.64,0.01,0.58,0.05,61.25,47.14,3.2,4.15,0,0,0
5100148,2003,Abingdon,Virginia,7780,10.06,1514.18,41.94,440,30976,100100,23.6,94.4,3.41,0.8,0.12,0.64,0.01,0.58,0.05,53,31,2.05,3.5,0,0,0
5100148,2004,Abingdon,Virginia,7780,10.06,1552,41.94,440,30976,100100,23.6,94.4,3.41,0.8,0.12,0.64,0.01,0.58,0.05,84.2,57.86,3.73,5.43,0,0,0
5100148,2005,Abingdon,Virginia,7919,15.11,1592.16,44.77,606,34284,141600,30.6,90.1,4.41,3.41,0,0.25,0,1.83,0,79.7,46.96,2.95,5.01,0,0,0
5100148,2006,Abingdon,Virginia,7919,15.11,1629.52,44.77,606,34284,141600,30.6,90.1,4.41,3.41,0,0.25,0,1.83,0,84.41,50.15,3.08,5.18,0,0,0
5100148,2007,Abingdon,Virginia,7919,15.11,1668.25,44.77,606,34284,141600,30.6,90.1,4.41,3.41,0,0.25,0,1.83,0,52.87,51.01,3.06,3.17,0,0,0
5100148,2008,Abingdon,Virginia,7919,15.11,1706.64,44.77,606,34284,141600,30.6,90.1,4.41,3.41,0,0.25,0,1.83,0,50.65,48.11,2.82,2.97,0,0,0
5100148,2009,Abingdon,Virginia,7919,15.11,1744.37,44.77,606,34284,141600,30.6,90.1,4.41,3.41,0,0.25,0,1.83,0,54.09,51.09,2.93,3.1,0,0,0
5100148,2010,Abingdon,Virginia,8191,11.62,1782.77,47.71,603,39113,187800,27.1,92.05,3.14,2.55,0.18,1.05,0,0.96,0.06,44.24,40.24,2.26,2.48,1,0,0
5100148,2011,Abingdon,Virginia,8143,9.49,1796.85,49.71,609,39405,168400,25.9,88.65,5.87,3.48,0,1.77,0,0.23,0,63.83,61.07,3.4,3.55,1,0,0
5100148,2012,Abingdon,Virginia,8143,9.49,1809.33,49.71,609,39405,168400,25.9,88.65,5.87,3.48,0,1.77,0,0.23,0,60.5,52.74,2.91,3.34,1,0,0
5100148,2013,Abingdon,Virginia,8143,9.49,1826.72,49.71,609,39405,168400,25.9,88.65,5.87,3.48,0,1.77,0,0.23,0,86.91,58.25,3.19,4.76,0,0,0
5100148,2014,Abingdon,Virginia,8143,9.49,1837.81,49.71,609,39405,168400,25.9,88.65,5.87,3.48,0,1.77,0,0.23,0,82.57,50.46,2.75,4.49,0,0,0
5100148,2015,Abingdon,Virginia,8143,9.49,1851.93,49.71,609,39405,168400,25.9,88.65,5.87,3.48,0,1.77,0,0.23,0,63.81,43.86,2.37,3.45,0,0,0
5100148,2016,Abingdon,Virginia,8143,9.49,1864.38,49.71,609,39405,168400,25.9,88.65,5.87,3.48,0,1.77,0,0.23,0,96.89,42.4,2.27,5.2,0,0,0
5100180,2000,Accomac,Virginia,547,6.17,62.08,22.61,568,37500,86100,32.5,69.84,24.68,2.19,0,2.56,0,0.73,0,3.42,2.74,4.41,5.51,0,0,0
5100180,2001,Accomac,Virginia,547,6.17,63.11,22.61,568,37500,86100,32.5,69.84,24.68,2.19,0,2.56,0,0.73,0,2.05,2.05,3.25,3.25,0,0,0
5100180,2002,Accomac,Virginia,547,6.17,63.79,22.61,568,37500,86100,32.5,69.84,24.68,2.19,0,2.56,0,0.73,0,2.41,2.4,3.77,3.78,0,0,0
5100180,2003,Accomac,Virginia,547,6.17,64.82,22.61,568,37500,86100,32.5,69.84,24.68,2.19,0,2.56,0,0.73,0,1.04,0.69,1.07,1.6,0,0,0
5100180,2004,Accomac,Virginia,547,6.17,65.85,22.61,568,37500,86100,32.5,69.84,24.68,2.19,0,2.56,0,0.73,0,1.38,1.03,1.56,2.1,0,0,0
5100180,2005,Accomac,Virginia,488,3,66.89,12.15,389,38750,149300,18.9,68.85,19.06,9.84,1.02,0,0,1.23,0,1.41,1.4,2.1,2.11,0,0,0
5100180,2006,Accomac,Virginia,488,3,67.57,12.15,389,38750,149300,18.9,68.85,19.06,9.84,1.02,0,0,1.23,0,1.72,1.72,2.54,2.54,0,0,0
5100180,2007,Accomac,Virginia,488,3,68.6,12.15,389,38750,149300,18.9,68.85,19.06,9.84,1.02,0,0,1.23,0,1.74,1.39,2.03,2.53,0,0,0
5100180,2008,Accomac,Virginia,488,3,69.63,12.15,389,38750,149300,18.9,68.85,19.06,9.84,1.02,0,0,1.23,0,1.03,1.03,1.48,1.48,0,0,0
5100180,2009,Accomac,Virginia,488,3,70.32,12.15,389,38750,149300,18.9,68.85,19.06,9.84,1.02,0,0,1.23,0,1.05,1.05,1.49,1.49,0,0,0
5100180,2010,Accomac,Virginia,519,1.18,71.35,32.79,800,43542,190900,26.4,69.36,20.23,8.67,0,0.58,0.19,0.39,0.58,0.35,0.35,0.5,0.5,1,0,0
5100180,2011,Accomac,Virginia,468,7.14,73.74,27.49,738,39659,160300,26.1,75.64,11.75,10.68,0,0,0,1.92,0,1.37,1.37,1.86,1.86,1,0,0
5100180,2012,Accomac,Virginia,468,7.14,75.79,27.49,738,39659,160300,26.1,75.64,11.75,10.68,0,0,0,1.92,0,1.4,1.4,1.85,1.85,1,0,0
5100180,2013,Accomac,Virginia,468,7.14,78.18,27.49,738,39659,160300,26.1,75.64,11.75,10.68,0,0,0,1.92,0,1.38,1.38,1.76,1.76,1,0,0
5100180,2014,Accomac,Virginia,468,7.14,80.23,27.49,738,39659,160300,26.1,75.64,11.75,10.68,0,0,0,1.92,0,2.07,1.04,1.29,2.58,0,0,0
5100180,2015,Accomac,Virginia,468,7.14,82.63,27.49,738,39659,160300,26.1,75.64,11.75,10.68,0,0,0,1.92,0,3.77,0.7,0.85,4.56,0,0,0
5100180,2016,Accomac,Virginia,468,7.14,84.68,27.49,738,39659,160300,26.1,75.64,11.75,10.68,0,0,0,1.92,0,1.4,1.4,1.65,1.66,0,0,0
5100468,2000,Adwolf,Virginia,1457,7.84,106.77,18.57,350,37117,76100,14,97.39,0.14,1.17,0,0.21,0,0.96,0.14,2.22,2.22,2.08,2.08,0,0,0
5100468,2001,Adwolf,Virginia,1457,7.84,107.67,18.57,350,37117,76100,14,97.39,0.14,1.17,0,0.21,0,0.96,0.14,2.65,2.65,2.46,2.46,0,0,0
5100468,2002,Adwolf,Virginia,1457,7.84,109.89,18.57,350,37117,76100,14,97.39,0.14,1.17,0,0.21,0,0.96,0.14,6.14,3.49,3.18,5.59,0,0,0
5100468,2003,Adwolf,Virginia,1457,7.84,110.79,18.57,350,37117,76100,14,97.39,0.14,1.17,0,0.21,0,0.96,0.14,0.85,0.85,0.77,0.77,0,0,0
5100468,2004,Adwolf,Virginia,1457,7.84,112.59,18.57,350,37117,76100,14,97.39,0.14,1.17,0,0.21,0,0.96,0.14,3.97,3.97,3.52,3.52,0,0,0
5100468,2005,Adwolf,Virginia,1664,4.56,113.48,16.43,666,45741,104400,43.1,98.2,0,0,0,0,0,1.8,0,4.91,3.12,2.75,4.33,0,0,0
5100468,2006,Adwolf,Virginia,1664,4.56,114.81,16.43,666,45741,104400,43.1,98.2,0,0,0,0,0,1.8,0,3.12,2.69,2.35,2.72,0,0,0
5100468,2007,Adwolf,Virginia,1664,4.56,116.6,16.43,666,45741,104400,43.1,98.2,0,0,0,0,0,1.8,0,3.12,3.12,2.67,2.67,0,0,0
5100468,2008,Adwolf,Virginia,1664,4.56,117.5,16.43,666,45741,104400,43.1,98.2,0,0,0,0,0,1.8,0,2.6,2.6,2.21,2.21,0,0,0
5100468,2009,Adwolf,Virginia,1664,4.56,119.72,16.43,666,45741,104400,43.1,98.2,0,0,0,0,0,1.8,0,2.65,2.65,2.21,2.21,0,0,0
5100468,2010,Adwolf,Virginia,1530,6.25,120.62,18.92,602,47500,85500,22.9,96.08,1.11,1.96,0.07,0.26,0,0.39,0.13,2.17,2.17,1.8,1.8,1,0,0
5100468,2011,Adwolf,Virginia,1418,5.51,121.94,20.74,669,50391,94100,18.1,96.19,0,1.97,0,0,0,1.83,0,1.75,1.75,1.43,1.43,1,0,0
5100468,2012,Adwolf,Virginia,1418,5.51,123.26,20.74,669,50391,94100,18.1,96.19,0,1.97,0,0,0,1.83,0,5.72,4.87,3.95,4.64,0,0,0
5100468,2013,Adwolf,Virginia,1418,5.51,125.49,20.74,669,50391,94100,18.1,96.19,0,1.97,0,0,0,1.83,0,2.65,0.85,0.68,2.11,0,0,0
5100468,2014,Adwolf,Virginia,1418,5.51,126.81,20.74,669,50391,94100,18.1,96.19,0,1.97,0,0,0,1.83,0,3.54,2.65,2.09,2.79,0,0,0
5100468,2015,Adwolf,Virginia,1418,5.51,128.13,20.74,669,50391,94100,18.1,96.19,0,1.97,0,0,0,1.83,0,3.12,2.22,1.73,2.43,0,0,0
5100468,2016,Adwolf,Virginia,1418,5.51,129.45,20.74,669,50391,94100,18.1,96.19,0,1.97,0,0,0,1.83,0,7.09,5.76,4.45,5.47,0,0,0
5100724,2000,Alberta,Virginia,306,16.35,28.84,35.16,483,27361,70700,25,59.48,39.54,0.33,0,0.33,0,0,0.33,1.07,0.81,2.8,3.71,0,0,0
5100724,2001,Alberta,Virginia,306,16.35,30.17,35.16,483,27361,70700,25,59.48,39.54,0.33,0,0.33,0,0,0.33,0.28,0.28,0.94,0.94,0,0,0
5100724,2002,Alberta,Virginia,306,16.35,31.49,35.16,483,27361,70700,25,59.48,39.54,0.33,0,0.33,0,0,0.33,0.3,0.3,0.95,0.95,0,0,0
5100724,2003,Alberta,Virginia,306,16.35,32.55,35.16,483,27361,70700,25,59.48,39.54,0.33,0,0.33,0,0,0.33,1.08,1.08,3.31,3.31,0,0,0
5100724,2004,Alberta,Virginia,306,16.35,33.88,35.16,483,27361,70700,25,59.48,39.54,0.33,0,0.33,0,0,0.33,0.36,0.33,0.99,1.07,0,0,0
5100724,2005,Alberta,Virginia,441,20.63,35.2,39.8,634,46250,82500,23,50.57,45.12,0,0,0,0,4.31,0,0.37,0.33,0.94,1.04,0,0,0
5100724,2006,Alberta,Virginia,441,20.63,36.53,39.8,634,46250,82500,23,50.57,45.12,0,0,0,0,4.31,0,0.83,0.81,2.21,2.27,0,0,0
5100724,2007,Alberta,Virginia,441,20.63,37.86,39.8,634,46250,82500,23,50.57,45.12,0,0,0,0,4.31,0,0.82,0.82,2.17,2.18,0,0,0
5100724,2008,Alberta,Virginia,441,20.63,38.91,39.8,634,46250,82500,23,50.57,45.12,0,0,0,0,4.31,0,0.53,0.53,1.37,1.37,0,0,0
5100724,2009,Alberta,Virginia,441,20.63,40.24,39.8,634,46250,82500,23,50.57,45.12,0,0,0,0,4.31,0,1.09,1.08,2.67,2.7,0,0,0
5100724,2010,Alberta,Virginia,298,22.5,41.57,33.59,439,33478,80000,19.3,59.4,37.58,0.34,1.34,0,0,1.01,0.34,1.12,0.58,1.4,2.68,0,0,0
5100724,2011,Alberta,Virginia,296,21.35,42.12,25.38,567,33056,108900,29.6,54.73,40.54,0,0,0,0,4.73,0,0.56,0.56,1.34,1.34,0,0,0
5100724,2012,Alberta,Virginia,296,21.35,42.41,25.38,567,33056,108900,29.6,54.73,40.54,0,0,0,0,4.73,0,0.56,0.55,1.3,1.32,0,0,0
5100724,2013,Alberta,Virginia,296,21.35,42.95,25.38,567,33056,108900,29.6,54.73,40.54,0,0,0,0,4.73,0,0.82,0.82,1.9,1.92,0,0,0
5100724,2014,Alberta,Virginia,296,21.35,43.5,25.38,567,33056,108900,29.6,54.73,40.54,0,0,0,0,4.73,0,1.36,0.27,0.63,3.12,0,0,0
5100724,2015,Alberta,Virginia,296,21.35,43.79,25.38,567,33056,108900,29.6,54.73,40.54,0,0,0,0,4.73,0,0.88,0.28,0.65,2.01,0,0,0
5100724,2016,Alberta,Virginia,296,21.35,44.34,25.38,567,33056,108900,29.6,54.73,40.54,0,0,0,0,4.73,0,1.6,1.07,2.42,3.61,0,0,0
5101000,2000,Alexandria,Virginia,128283,8.92,37146,60.02,861,56054,252800,23.5,53.7,22.19,14.72,0.2,5.61,0.08,3.11,0.39,1048,769,2.07,2.82,0,0,0
5101000,2001,Alexandria,Virginia,128283,8.92,37295,60.02,861,56054,252800,23.5,53.7,22.19,14.72,0.2,5.61,0.08,3.11,0.39,1068,572,1.53,2.86,1,0,0
5101000,2002,Alexandria,Virginia,128283,8.92,37445,60.02,861,56054,252800,23.5,53.7,22.19,14.72,0.2,5.61,0.08,3.11,0.39,3365,816,2.18,8.99,0,0,0
5101000,2003,Alexandria,Virginia,128283,8.92,37594,60.02,861,56054,252800,23.5,53.7,22.19,14.72,0.2,5.61,0.08,3.11,0.39,3246,910,2.42,8.63,0,0,0
5101000,2004,Alexandria,Virginia,128283,8.92,37737,60.02,861,56054,252800,23.5,53.7,22.19,14.72,0.2,5.61,0.08,3.11,0.39,3505,883,2.34,9.29,0,0,0
5101000,2005,Alexandria,Virginia,142131,4.98,37901,53.32,1279,80186,489300,26.4,57.02,20.93,13.89,0.23,5.16,0.15,2.22,0.4,3580,930,2.45,9.45,0,0,0
5101000,2006,Alexandria,Virginia,142131,4.98,38032,53.32,1279,80186,489300,26.4,57.02,20.93,13.89,0.23,5.16,0.15,2.22,0.4,3188,817,2.15,8.38,0,0,0
5101000,2007,Alexandria,Virginia,142131,4.98,,53.32,1279,80186,489300,26.4,57.02,20.93,13.89,0.23,5.16,0.15,2.22,0.4,,,,,0,0,0
5101000,2008,Alexandria,Virginia,142131,4.98,,53.32,1279,80186,489300,26.4,57.02,20.93,13.89,0.23,5.16,0.15,2.22,0.4,,,,,0,0,0
5101000,2009,Alexandria,Virginia,142131,4.98,,53.32,1279,80186,489300,26.4,57.02,20.93,13.89,0.23,5.16,0.15,2.22,0.4,,,,,0,0,0
5101000,2010,Alexandria,Virginia,139966,5.83,,56.73,1440,83996,475900,27.6,53.5,21.28,16.09,0.23,5.97,0.08,2.51,0.35,,,,,0,0,0
5101000,2011,Alexandria,Virginia,149315,6.23,,57.52,1555,89134,502500,27.7,52.4,20.91,16.56,0.12,6.46,0,3.35,0.21,,,,,0,0,0
5101000,2012,Alexandria,Virginia,149315,6.23,,57.52,1555,89134,502500,27.7,52.4,20.91,16.56,0.12,6.46,0,3.35,0.21,,,,,0,0,0
5101000,2013,Alexandria,Virginia,149315,6.23,,57.52,1555,89134,502500,27.7,52.4,20.91,16.56,0.12,6.46,0,3.35,0.21,,,,,0,0,0
5101000,2014,Alexandria,Virginia,149315,6.23,,57.52,1555,89134,502500,27.7,52.4,20.91,16.56,0.12,6.46,0,3.35,0.21,,,,,0,0,0
5101000,2015,Alexandria,Virginia,149315,6.23,,57.52,1555,89134,502500,27.7,52.4,20.91,16.56,0.12,6.46,0,3.35,0.21,,,,,0,0,0
5101000,2016,Alexandria,Virginia,149315,6.23,,57.52,1555,89134,502500,27.7,52.4,20.91,16.56,0.12,6.46,0,3.35,0.21,,,,,0,0,0
5101256,2000,Allisonia,Virginia,,,9.19,,,,,,,,,,,,,,0.2,0.2,2.22,2.22,0,0,0
5101256,2001,Allisonia,Virginia,,,8.98,,,,,,,,,,,,,,0.41,0.41,4.55,4.55,0,0,0
5101256,2002,Allisonia,Virginia,,,8.98,,,,,,,,,,,,,,0.2,0.2,2.27,2.27,0,0,0
5101256,2003,Allisonia,Virginia,,,8.78,,,,,,,,,,,,,,0.2,0.2,2.33,2.33,0,0,0
5101256,2004,Allisonia,Virginia,,,8.58,,,,,,,,,,,,,,0,0,0,0,0,0,0
5101256,2005,Allisonia,Virginia,,,8.37,,,,,,,,,,,,,,0,0,0,0,0,0,0
5101256,2006,Allisonia,Virginia,,,8.37,,,,,,,,,,,,,,0,0,0,0,0,0,0
5101256,2007,Allisonia,Virginia,,,8.17,,,,,,,,,,,,,,0,0,0,0,0,0,0
5101256,2008,Allisonia,Virginia,,,7.96,,,,,,,,,,,,,,0.2,0.2,2.56,2.56,0,0,0
5101256,2009,Allisonia,Virginia,,,,,,,,,,,,,,,,,,,,,0,0,0
5101256,2010,Allisonia,Virginia,117,0,,11.32,,40833,,,91.45,6.84,0,0.85,0.85,0,0,0,,,,,0,0,0
5101256,2011,Allisonia,Virginia,140,0,,25,,58333,,,33.57,66.43,0,0,0,0,0,0,,,,,0,0,0
5101256,2012,Allisonia,Virginia,140,0,7.96,25,,58333,,,33.57,66.43,0,0,0,0,0,0,0.2,0,0,2.56,1,0,0
5101256,2013,Allisonia,Virginia,140,0,8.17,25,,58333,,,33.57,66.43,0,0,0,0,0,0,0.82,0.82,10,10,1,0,0
5101256,2014,Allisonia,Virginia,140,0,8.17,25,,58333,,,33.57,66.43,0,0,0,0,0,0,0,0,0,0,0,0,0
5101256,2015,Allisonia,Virginia,140,0,8.37,25,,58333,,,33.57,66.43,0,0,0,0,0,0,1.02,1.02,12.2,12.2,0,0,0
5101256,2016,Allisonia,Virginia,140,0,8.37,25,,58333,,,33.57,66.43,0,0,0,0,0,0,1.02,0.61,7.32,12.2,0,0,0
5101528,2000,Altavista,Virginia,3425,13.46,505.74,33.69,420,31818,78000,24.7,73.78,24.29,0.93,0.09,0.2,0,0.58,0.12,31.99,26.99,5.34,6.33,0,0,0
5101528,2001,Altavista,Virginia,3425,13.46,508.74,33.69,420,31818,78000,24.7,73.78,24.29,0.93,0.09,0.2,0,0.58,0.12,34.99,25.99,5.11,6.88,0,0,0
5101528,2002,Altavista,Virginia,3425,13.46,512.73,33.69,420,31818,78000,24.7,73.78,24.29,0.93,0.09,0.2,0,0.58,0.12,72.97,44.98,8.77,14.23,0,0,0
5101528,2003,Altavista,Virginia,3425,13.46,515.72,33.69,420,31818,78000,24.7,73.78,24.29,0.93,0.09,0.2,0,0.58,0.12,80.95,43.96,8.52,15.7,0,0,0
5101528,2004,Altavista,Virginia,3425,13.46,518.72,33.69,420,31818,78000,24.7,73.78,24.29,0.93,0.09,0.2,0,0.58,0.12,70.95,36.98,7.13,13.68,0,0,0
5101528,2005,Altavista,Virginia,3343,15.9,522.71,43.78,458,32618,105100,25.6,57.4,35.42,0.75,0,1.82,0,4.61,0,75.96,48.97,9.37,14.53,0,0,0
5101528,2006,Altavista,Virginia,3343,15.9,525.71,43.78,458,32618,105100,25.6,57.4,35.42,0.75,0,1.82,0,4.61,0,80.95,50.98,9.7,15.4,0,0,0
5101528,2007,Altavista,Virginia,3343,15.9,,43.78,458,32618,105100,25.6,57.4,35.42,0.75,0,1.82,0,4.61,0,,,,,0,0,0
5101528,2008,Altavista,Virginia,3343,15.9,,43.78,458,32618,105100,25.6,57.4,35.42,0.75,0,1.82,0,4.61,0,,,,,0,0,0
5101528,2009,Altavista,Virginia,3343,15.9,,43.78,458,32618,105100,25.6,57.4,35.42,0.75,0,1.82,0,4.61,0,,,,,0,0,0
5101528,2010,Altavista,Virginia,3450,14.89,,36.52,636,33516,111800,40.5,69.54,25.71,1.65,0.14,0.52,0,2.26,0.17,,,,,0,0,0
5101528,2011,Altavista,Virginia,3464,22.34,,38.89,686,31776,112300,27.4,67.75,25.81,3.55,0.12,1.76,0,0.72,0.29,,,,,0,0,0
5101528,2012,Altavista,Virginia,3464,22.34,,38.89,686,31776,112300,27.4,67.75,25.81,3.55,0.12,1.76,0,0.72,0.29,,,,,0,0,0
5101528,2013,Altavista,Virginia,3464,22.34,551.68,38.89,686,31776,112300,27.4,67.75,25.81,3.55,0.12,1.76,0,0.72,0.29,30.98,11.99,2.17,5.62,0,0,0
5101528,2014,Altavista,Virginia,3464,22.34,556.68,38.89,686,31776,112300,27.4,67.75,25.81,3.55,0.12,1.76,0,0.72,0.29,39.97,17.99,3.23,7.18,0,0,0
5101528,2015,Altavista,Virginia,3464,22.34,559.68,38.89,686,31776,112300,27.4,67.75,25.81,3.55,0.12,1.76,0,0.72,0.29,39.96,18.99,3.39,7.14,0,0,0
5101528,2016,Altavista,Virginia,3464,22.34,564.68,38.89,686,31776,112300,27.4,67.75,25.81,3.55,0.12,1.76,0,0.72,0.29,44.97,24.99,4.43,7.96,0,0,0
5101640,2000,Amelia Court House,Virginia,,,76.05,,,,,,,,,,,,,,0.96,0.96,1.26,1.26,0,0,0
5101640,2001,Amelia Court House,Virginia,,,77.52,,,,,,,,,,,,,,0.43,0.43,0.55,0.55,0,0,0
5101640,2002,Amelia Court House,Virginia,,,79.34,,,,,,,,,,,,,,1.92,1.06,1.33,2.42,0,0,0
5101640,2003,Amelia Court House,Virginia,,,80.9,,,,,,,,,,,,,,3.23,2.21,2.73,3.99,0,0,0
5101640,2004,Amelia Court House,Virginia,,,82.8,,,,,,,,,,,,,,2.21,0.73,0.88,2.67,0,0,0
5101640,2005,Amelia Court House,Virginia,,,84.27,,,,,,,,,,,,,,4.6,2.17,2.58,5.46,0,0,0
5101640,2006,Amelia Court House,Virginia,,,85.66,,,,,,,,,,,,,,3.62,1.9,2.22,4.23,0,0,0
5101640,2007,Amelia Court House,Virginia,,,87.55,,,,,,,,,,,,,,1.9,1.65,1.88,2.17,0,0,0
5101640,2008,Amelia Court House,Virginia,,,89.12,,,,,,,,,,,,,,4.48,4.05,4.54,5.02,0,0,0
5101640,2009,Amelia Court House,Virginia,,,90.94,,,,,,,,,,,,,,6.75,4.58,5.03,7.42,0,0,0
5101640,2010,Amelia Court House,Virginia,1099,36.84,92.41,39.57,942,44286,256900,50,67.06,24.02,7.19,0,0.64,0,0.91,0.18,7.33,6.47,7.01,7.94,0,0,0
5101640,2011,Amelia Court House,Virginia,483,38.03,94.91,70.87,520,,185500,47.8,64.18,34.99,0,0,0,0,0.83,0,7.62,3.68,3.87,8.03,0,0,0
5101640,2012,Amelia Court House,Virginia,483,38.03,97.32,70.87,520,,185500,47.8,64.18,34.99,0,0,0,0,0.83,0,2.54,2.46,2.53,2.61,0,0,0
5101640,2013,Amelia Court House,Virginia,483,38.03,99.82,70.87,520,,185500,47.8,64.18,34.99,0,0,0,0,0.83,0,6.44,3.39,3.39,6.45,0,0,0
5101640,2014,Amelia Court House,Virginia,483,38.03,101.9,70.87,520,,185500,47.8,64.18,34.99,0,0,0,0,0.83,0,5.67,4.2,4.13,5.57,0,0,0
5101640,2015,Amelia Court House,Virginia,483,38.03,104.3,70.87,520,,185500,47.8,64.18,34.99,0,0,0,0,0.83,0,5.9,4.21,4.04,5.65,0,0,0
5101640,2016,Amelia Court House,Virginia,483,38.03,106.81,70.87,520,,185500,47.8,64.18,34.99,0,0,0,0,0.83,0,4.48,3.54,3.32,4.2,0,0,0
5101672,2000,Amherst,Virginia,2251,17.96,349.89,35,358,33000,101400,22.6,68.28,29.41,1.02,0.27,0.31,0,0.71,0,15.83,11.27,3.22,4.52,0,0,0
5101672,2001,Amherst,Virginia,2251,17.96,348.79,35,358,33000,101400,22.6,68.28,29.41,1.02,0.27,0.31,0,0.71,0,20.33,15.15,4.34,5.83,0,0,0
5101672,2002,Amherst,Virginia,2251,17.96,348.63,35,358,33000,101400,22.6,68.28,29.41,1.02,0.27,0.31,0,0.71,0,43.71,23.16,6.64,12.54,0,0,0
5101672,2003,Amherst,Virginia,2251,17.96,347.53,35,358,33000,101400,22.6,68.28,29.41,1.02,0.27,0.31,0,0.71,0,50.18,28.68,8.25,14.44,0,0,0
5101672,2004,Amherst,Virginia,2251,17.96,347.39,35,358,33000,101400,22.6,68.28,29.41,1.02,0.27,0.31,0,0.71,0,36.85,8.19,2.36,10.61,0,0,0
5101672,2005,Amherst,Virginia,2392,10,346.3,36.51,364,29725,156300,29.4,62.83,32.44,2.17,0.04,1.3,0,1.21,0,29.56,14.58,4.21,8.54,0,0,0
5101672,2006,Amherst,Virginia,2392,10,345.16,36.51,364,29725,156300,29.4,62.83,32.44,2.17,0.04,1.3,0,1.21,0,30.14,9.08,2.63,8.73,0,0,0
5101672,2007,Amherst,Virginia,2392,10,,36.51,364,29725,156300,29.4,62.83,32.44,2.17,0.04,1.3,0,1.21,0,,,,,0,0,0
5101672,2008,Amherst,Virginia,2392,10,,36.51,364,29725,156300,29.4,62.83,32.44,2.17,0.04,1.3,0,1.21,0,,,,,0,0,0
5101672,2009,Amherst,Virginia,2392,10,,36.51,364,29725,156300,29.4,62.83,32.44,2.17,0.04,1.3,0,1.21,0,,,,,0,0,0
5101672,2010,Amherst,Virginia,2231,8.1,,36.43,506,35778,164700,28.7,69.21,24.47,2.33,0.76,0.63,0,2.38,0.22,,,,,0,0,0
5101672,2011,Amherst,Virginia,2323,2.73,,32.27,616,49960,161900,23.1,68.02,20.79,5.51,0,0.43,0,5.25,0,,,,,0,0,0
5101672,2012,Amherst,Virginia,2323,2.73,,32.27,616,49960,161900,23.1,68.02,20.79,5.51,0,0.43,0,5.25,0,,,,,0,0,0
5101672,2013,Amherst,Virginia,2323,2.73,,32.27,616,49960,161900,23.1,68.02,20.79,5.51,0,0.43,0,5.25,0,,,,,0,0,0
5101672,2014,Amherst,Virginia,2323,2.73,,32.27,616,49960,161900,23.1,68.02,20.79,5.51,0,0.43,0,5.25,0,,,,,0,0,0
5101672,2015,Amherst,Virginia,2323,2.73,348.96,32.27,616,49960,161900,23.1,68.02,20.79,5.51,0,0.43,0,5.25,0,21.38,6.7,1.92,6.13,0,0,0
5101672,2016,Amherst,Virginia,2323,2.73,349.88,32.27,616,49960,161900,23.1,68.02,20.79,5.51,0,0.43,0,5.25,0,29.76,11.52,3.29,8.51,0,0,0
5101912,2000,Annandale,Virginia,54994,7.03,,32.56,896,72561,236000,23.5,57.19,5.69,14.49,0.21,19.32,0.07,2.77,0.27,,,,,0,0,0
5101912,2001,Annandale,Virginia,54994,7.03,,32.56,896,72561,236000,23.5,57.19,5.69,14.49,0.21,19.32,0.07,2.77,0.27,,,,,0,0,0
5101912,2002,Annandale,Virginia,54994,7.03,,32.56,896,72561,236000,23.5,57.19,5.69,14.49,0.21,19.32,0.07,2.77,0.27,,,,,0,0,0
5101912,2003,Annandale,Virginia,54994,7.03,5299,32.56,896,72561,236000,23.5,57.19,5.69,14.49,0.21,19.32,0.07,2.77,0.27,129,94,1.77,2.43,1,0,0
5101912,2004,Annandale,Virginia,54994,7.03,5334,32.56,896,72561,236000,23.5,57.19,5.69,14.49,0.21,19.32,0.07,2.77,0.27,220,172,3.22,4.12,0,0,0
5101912,2005,Annandale,Virginia,53686,3.59,5375,32.13,1365,91215,502800,28,50.77,7.13,19.25,0.18,19.65,0.15,2.75,0.13,208,64,1.19,3.87,0,0,0
5101912,2006,Annandale,Virginia,53686,3.59,5405,32.13,1365,91215,502800,28,50.77,7.13,19.25,0.18,19.65,0.15,2.75,0.13,283,86,1.59,5.24,0,0,0
5101912,2007,Annandale,Virginia,53686,3.59,,32.13,1365,91215,502800,28,50.77,7.13,19.25,0.18,19.65,0.15,2.75,0.13,,,,,0,0,0
5101912,2008,Annandale,Virginia,53686,3.59,,32.13,1365,91215,502800,28,50.77,7.13,19.25,0.18,19.65,0.15,2.75,0.13,,,,,0,0,0
5101912,2009,Annandale,Virginia,53686,3.59,,32.13,1365,91215,502800,28,50.77,7.13,19.25,0.18,19.65,0.15,2.75,0.13,,,,,0,0,0
