GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
5108888,2014,Bowling Green,Virginia,1266,12.72,155.42,45.7,912,53405,232900,25.4,75.43,21.72,1.11,0.39,0,0,1.11,0.24,12.82,6.51,4.19,8.25,1,0,0
5108888,2015,Bowling Green,Virginia,1266,12.72,160.13,45.7,912,53405,232900,25.4,75.43,21.72,1.11,0.39,0,0,1.11,0.24,24.94,11.16,6.97,15.58,0,0,0
5108888,2016,Bowling Green,Virginia,1266,12.72,164.76,45.7,912,53405,232900,25.4,75.43,21.72,1.11,0.39,0,0,1.11,0.24,17.57,5.61,3.4,10.66,0,0,0
5108984,2000,Boyce,Virginia,426,8.9,53.33,29.56,628,48333,105000,20.8,86.38,11.74,0,1.17,0.23,0,0.47,0,0.35,0.35,0.65,0.65,0,0,0
5108984,2001,Boyce,Virginia,426,8.9,52.98,29.56,628,48333,105000,20.8,86.38,11.74,0,1.17,0.23,0,0.47,0,0.35,0.35,0.66,0.66,0,0,0
5108984,2002,Boyce,Virginia,426,8.9,52.63,29.56,628,48333,105000,20.8,86.38,11.74,0,1.17,0.23,0,0.47,0,0.7,0.7,1.32,1.32,0,0,0
5108984,2003,Boyce,Virginia,426,8.9,52.28,29.56,628,48333,105000,20.8,86.38,11.74,0,1.17,0.23,0,0.47,0,0.7,0.35,0.67,1.33,0,0,0
5108984,2004,Boyce,Virginia,426,8.9,51.93,29.56,628,48333,105000,20.8,86.38,11.74,0,1.17,0.23,0,0.47,0,1.05,0,0,2.01,0,0,0
5108984,2005,Boyce,Virginia,549,1.38,51.24,18.14,1097,65385,281500,22.5,81.97,9.29,0,8.38,0,0,0.36,0,1.05,0.7,1.36,2.04,0,0,0
5108984,2006,Boyce,Virginia,549,1.38,50.89,18.14,1097,65385,281500,22.5,81.97,9.29,0,8.38,0,0,0.36,0,1.05,0.7,1.37,2.05,0,0,0
5108984,2007,Boyce,Virginia,549,1.38,50.54,18.14,1097,65385,281500,22.5,81.97,9.29,0,8.38,0,0,0.36,0,1.39,1.39,2.76,2.76,0,0,0
5108984,2008,Boyce,Virginia,549,1.38,50.19,18.14,1097,65385,281500,22.5,81.97,9.29,0,8.38,0,0,0.36,0,0.7,0.7,1.39,1.39,0,0,0
5108984,2009,Boyce,Virginia,549,1.38,49.84,18.14,1097,65385,281500,22.5,81.97,9.29,0,8.38,0,0,0.36,0,0.35,0.35,0.7,0.7,0,0,0
5108984,2010,Boyce,Virginia,589,4.61,49.49,24.54,1000,74286,287800,31,83.36,6.28,4.92,0.34,1.19,0,3.23,0.68,0.35,0.35,0.7,0.7,0,0,0
5108984,2011,Boyce,Virginia,775,2.74,50.19,18.47,1292,72083,296400,37,66.71,6.45,16.9,2.06,2.58,0,5.29,0,2.44,0.7,1.39,4.86,0,0,0
5108984,2012,Boyce,Virginia,775,2.74,51.24,18.47,1292,72083,296400,37,66.71,6.45,16.9,2.06,2.58,0,5.29,0,0.7,0.7,1.36,1.36,0,0,0
5108984,2013,Boyce,Virginia,775,2.74,51.93,18.47,1292,72083,296400,37,66.71,6.45,16.9,2.06,2.58,0,5.29,0,1.05,1.05,2.01,2.01,0,0,0
5108984,2014,Boyce,Virginia,775,2.74,52.63,18.47,1292,72083,296400,37,66.71,6.45,16.9,2.06,2.58,0,5.29,0,0.7,0.7,1.32,1.32,0,0,0
5108984,2015,Boyce,Virginia,775,2.74,53.68,18.47,1292,72083,296400,37,66.71,6.45,16.9,2.06,2.58,0,5.29,0,1.05,0.7,1.3,1.95,0,0,0
5108984,2016,Boyce,Virginia,775,2.74,54.37,18.47,1292,72083,296400,37,66.71,6.45,16.9,2.06,2.58,0,5.29,0,0.7,0.7,1.28,1.28,0,0,0
5109016,2000,Boydton,Virginia,454,13.28,27.81,20.9,361,29063,76300,22.1,57.93,39.21,2.42,0,0,0,0.44,0,0.6,0.6,2.14,2.14,0,0,0
5109016,2001,Boydton,Virginia,454,13.28,27.94,20.9,361,29063,76300,22.1,57.93,39.21,2.42,0,0,0,0.44,0,0.39,0.39,1.4,1.4,0,0,0
5109016,2002,Boydton,Virginia,454,13.28,27.88,20.9,361,29063,76300,22.1,57.93,39.21,2.42,0,0,0,0.44,0,0.72,0.52,1.88,2.58,0,0,0
5109016,2003,Boydton,Virginia,454,13.28,27.95,20.9,361,29063,76300,22.1,57.93,39.21,2.42,0,0,0,0.44,0,0,0,0,0,0,0,0
5109016,2004,Boydton,Virginia,454,13.28,28.08,20.9,361,29063,76300,22.1,57.93,39.21,2.42,0,0,0,0.44,0,0.78,0.78,2.78,2.78,0,0,0
5109016,2005,Boydton,Virginia,479,4.35,28.02,20.15,385,40000,139100,50,62.63,35.07,1.88,0,0,0,0.42,0,1.44,0.79,2.81,5.14,0,0,0
5109016,2006,Boydton,Virginia,479,4.35,28.15,20.15,385,40000,139100,50,62.63,35.07,1.88,0,0,0,0.42,0,0.4,0.33,1.17,1.4,0,0,0
5109016,2007,Boydton,Virginia,479,4.35,28.29,20.15,385,40000,139100,50,62.63,35.07,1.88,0,0,0,0.42,0,0.4,0.4,1.4,1.4,0,0,0
5109016,2008,Boydton,Virginia,479,4.35,28.35,20.15,385,40000,139100,50,62.63,35.07,1.88,0,0,0,0.42,0,0.59,0.59,2.08,2.08,0,0,0
5109016,2009,Boydton,Virginia,479,4.35,28.29,20.15,385,40000,139100,50,62.63,35.07,1.88,0,0,0,0.42,0,0.52,0.2,0.69,1.85,0,0,0
5109016,2010,Boydton,Virginia,431,18.69,28.42,19.26,479,39500,134700,27.5,64.5,33.87,1.16,0,0.23,0,0.23,0,1.18,0.98,3.44,4.14,0,0,0
5109016,2011,Boydton,Virginia,350,15,28.95,20,433,46667,140900,38,70,26.57,2.86,0,0,0,0.57,0,0.59,0.33,1.14,2.04,0,0,0
5109016,2012,Boydton,Virginia,350,15,29.67,20,433,46667,140900,38,70,26.57,2.86,0,0,0,0.57,0,0.52,0.46,1.54,1.77,0,0,0
5109016,2013,Boydton,Virginia,350,15,30.26,20,433,46667,140900,38,70,26.57,2.86,0,0,0,0.57,0,0.27,0.27,0.88,0.88,0,0,0
5109016,2014,Boydton,Virginia,350,15,30.78,20,433,46667,140900,38,70,26.57,2.86,0,0,0,0.57,0,0.52,0.52,1.7,1.7,0,0,0
5109016,2015,Boydton,Virginia,350,15,31.5,20,433,46667,140900,38,70,26.57,2.86,0,0,0,0.57,0,0.47,0.4,1.27,1.48,0,0,0
5109016,2016,Boydton,Virginia,350,15,32.03,20,433,46667,140900,38,70,26.57,2.86,0,0,0,0.57,0,0.79,0.4,1.23,2.45,0,0,0
5109032,2000,Boykins,Virginia,620,15.15,84.29,21.57,342,31406,67600,31.3,61.45,37.26,1.13,0,0,0,0.16,0,1.79,1.79,2.12,2.12,0,0,0
5109032,2001,Boykins,Virginia,620,15.15,83.57,21.57,342,31406,67600,31.3,61.45,37.26,1.13,0,0,0,0.16,0,2.5,1.79,2.14,2.99,0,0,0
5109032,2002,Boykins,Virginia,620,15.15,83.21,21.57,342,31406,67600,31.3,61.45,37.26,1.13,0,0,0,0.16,0,0.71,0.71,0.86,0.86,0,0,0
5109032,2003,Boykins,Virginia,620,15.15,82.5,21.57,342,31406,67600,31.3,61.45,37.26,1.13,0,0,0,0.16,0,1.43,1.43,1.73,1.73,0,0,0
5109032,2004,Boykins,Virginia,620,15.15,82.14,21.57,342,31406,67600,31.3,61.45,37.26,1.13,0,0,0,0.16,0,4.64,3.21,3.91,5.65,0,0,0
5109032,2005,Boykins,Virginia,711,10.05,81.43,19.93,643,38672,105900,30.8,54.43,41.91,0.56,0.14,0,0,2.95,0,1.43,1.07,1.32,1.75,0,0,0
5109032,2006,Boykins,Virginia,711,10.05,80.71,19.93,643,38672,105900,30.8,54.43,41.91,0.56,0.14,0,0,2.95,0,4.29,2.86,3.54,5.31,0,0,0
5109032,2007,Boykins,Virginia,711,10.05,80.36,19.93,643,38672,105900,30.8,54.43,41.91,0.56,0.14,0,0,2.95,0,2.5,1.79,2.22,3.11,0,0,0
5109032,2008,Boykins,Virginia,711,10.05,79.64,19.93,643,38672,105900,30.8,54.43,41.91,0.56,0.14,0,0,2.95,0,1.07,1.07,1.35,1.35,0,0,0
5109032,2009,Boykins,Virginia,711,10.05,79.29,19.93,643,38672,105900,30.8,54.43,41.91,0.56,0.14,0,0,2.95,0,2.86,2.5,3.15,3.6,0,0,0
5109032,2010,Boykins,Virginia,564,6.4,78.57,25.23,920,42321,135100,32.8,57.98,38.65,2.13,0.18,0.18,0,0.89,0,3.21,2.5,3.18,4.09,1,0,0
5109032,2011,Boykins,Virginia,762,13.76,79.29,26.07,975,50500,104200,41.2,61.15,30.84,0,0,1.44,0,6.56,0,7.5,4.64,5.86,9.46,1,0,0
5109032,2012,Boykins,Virginia,762,13.76,79.64,26.07,975,50500,104200,41.2,61.15,30.84,0,0,1.44,0,6.56,0,4.64,3.57,4.48,5.83,1,0,0
5109032,2013,Boykins,Virginia,762,13.76,80.36,26.07,975,50500,104200,41.2,61.15,30.84,0,0,1.44,0,6.56,0,5,3.93,4.89,6.22,1,0,0
5109032,2014,Boykins,Virginia,762,13.76,81.07,26.07,975,50500,104200,41.2,61.15,30.84,0,0,1.44,0,6.56,0,5.71,4.29,5.29,7.05,0,0,0
5109032,2015,Boykins,Virginia,762,13.76,81.43,26.07,975,50500,104200,41.2,61.15,30.84,0,0,1.44,0,6.56,0,2.14,1.79,2.19,2.63,1,0,0
5109032,2016,Boykins,Virginia,762,13.76,82.14,26.07,975,50500,104200,41.2,61.15,30.84,0,0,1.44,0,6.56,0,3.57,3.21,3.91,4.35,0,0,0
5109064,2000,Bracey,Virginia,,,68.83,,,,,,,,,,,,,,0.71,0.48,0.69,1.04,0,0,0
5109064,2001,Bracey,Virginia,,,70.76,,,,,,,,,,,,,,2.63,2.63,3.72,3.72,0,0,0
5109064,2002,Bracey,Virginia,,,72.7,,,,,,,,,,,,,,2.1,1.87,2.57,2.89,0,0,0
5109064,2003,Bracey,Virginia,,,74.87,,,,,,,,,,,,,,2.1,2.1,2.81,2.81,0,0,0
5109064,2004,Bracey,Virginia,,,76.8,,,,,,,,,,,,,,1.87,1.87,2.43,2.43,0,0,0
5109064,2005,Bracey,Virginia,,,78.74,,,,,,,,,,,,,,2.1,0.48,0.6,2.67,0,0,0
5109064,2006,Bracey,Virginia,,,81.37,,,,,,,,,,,,,,4.7,2,2.46,5.77,0,0,0
5109064,2007,Bracey,Virginia,,,83.3,,,,,,,,,,,,,,4.5,3.8,4.56,5.4,0,0,0
5109064,2008,Bracey,Virginia,,,85.47,,,,,,,,,,,,,,1.17,1.17,1.37,1.37,0,0,0
5109064,2009,Bracey,Virginia,,,87.4,,,,,,,,,,,,,,1.48,0.48,0.54,1.69,0,0,0
5109064,2010,Bracey,Virginia,1554,9.18,89.34,10.26,734,29135,179200,50,83.59,11.58,1.67,0.39,1.29,0.06,1.42,0,2.65,1.93,2.16,2.96,0,0,0
5109064,2011,Bracey,Virginia,1357,8.04,91.51,9.57,961,35278,218500,35.6,88.73,9.36,1.92,0,0,0,0,0,3.63,2.39,2.61,3.97,0,0,0
5109064,2012,Bracey,Virginia,1357,8.04,92.68,9.57,961,35278,218500,35.6,88.73,9.36,1.92,0,0,0,0,0,3.63,1.7,1.83,3.92,0,0,0
5109064,2013,Bracey,Virginia,1357,8.04,94.85,9.57,961,35278,218500,35.6,88.73,9.36,1.92,0,0,0,0,0,6.28,3.65,3.84,6.62,0,0,0
5109064,2014,Bracey,Virginia,1357,8.04,95.78,9.57,961,35278,218500,35.6,88.73,9.36,1.92,0,0,0,0,0,4.5,1.39,1.45,4.69,0,0,0
5109064,2015,Bracey,Virginia,1357,8.04,97.95,9.57,961,35278,218500,35.6,88.73,9.36,1.92,0,0,0,0,0,2.41,2.41,2.46,2.46,0,0,0
5109064,2016,Bracey,Virginia,1357,8.04,99.12,9.57,961,35278,218500,35.6,88.73,9.36,1.92,0,0,0,0,0,0.93,0.93,0.94,0.94,0,0,0
5109188,2000,Brambleton,Virginia,,,,,,,,,,,,,,,,,,,,,0,0,0
5109188,2001,Brambleton,Virginia,,,,,,,,,,,,,,,,,,,,,0,0,0
5109188,2002,Brambleton,Virginia,,,87.07,,,,,,,,,,,,,,0,0,0,0,0,0,0
5109188,2003,Brambleton,Virginia,,,119.17,,,,,,,,,,,,,,0,0,0,0,0,0,0
5109188,2004,Brambleton,Virginia,,,154.4,,,,,,,,,,,,,,4.94,1.97,1.28,3.2,0,0,0
5109188,2005,Brambleton,Virginia,,,188.98,,,,,,,,,,,,,,6.42,2,1.06,3.4,0,0,0
5109188,2006,Brambleton,Virginia,,,223.08,,,,,,,,,,,,,,5.97,3.97,1.78,2.68,0,0,0
5109188,2007,Brambleton,Virginia,,,256.69,,,,,,,,,,,,,,15.87,12.88,5.02,6.18,0,0,0
5109188,2008,Brambleton,Virginia,,,290.91,,,,,,,,,,,,,,22.47,21.47,7.38,7.72,0,0,0
5109188,2009,Brambleton,Virginia,,,324.99,,,,,,,,,,,,,,11.39,11.39,3.51,3.51,0,0,0
5109188,2010,Brambleton,Virginia,9845,0.64,360.21,11.65,2001,161213,538500,26.3,56.84,6.57,5.87,0.18,25.86,0.07,4.43,0.17,14.97,10.76,2.99,4.16,1,0,0
5109188,2011,Brambleton,Virginia,15537,1.4,423.9,14.73,2361,167378,532800,22.1,53.21,6.66,6.35,0.36,27.43,0,5.66,0.32,25.38,11.05,2.61,5.99,1,0,0
5109188,2012,Brambleton,Virginia,15537,1.4,485.59,14.73,2361,167378,532800,22.1,53.21,6.66,6.35,0.36,27.43,0,5.66,0.32,28.94,16.45,3.39,5.96,1,0,0
5109188,2013,Brambleton,Virginia,15537,1.4,550.28,14.73,2361,167378,532800,22.1,53.21,6.66,6.35,0.36,27.43,0,5.66,0.32,29.3,19.17,3.48,5.32,0,0,0
5109188,2014,Brambleton,Virginia,15537,1.4,612.47,14.73,2361,167378,532800,22.1,53.21,6.66,6.35,0.36,27.43,0,5.66,0.32,26.71,13.45,2.2,4.36,1,0,0
5109188,2015,Brambleton,Virginia,15537,1.4,675.16,14.73,2361,167378,532800,22.1,53.21,6.66,6.35,0.36,27.43,0,5.66,0.32,32.5,15.02,2.23,4.81,1,0,0
5109188,2016,Brambleton,Virginia,15537,1.4,737.85,14.73,2361,167378,532800,22.1,53.21,6.66,6.35,0.36,27.43,0,5.66,0.32,73.17,27.84,3.77,9.92,0,0,0
5109208,2000,Branchville,Virginia,123,4.62,16.23,22,375,24844,65000,37.5,67.48,30.89,0,0,0.81,0,0.81,0,0.34,0.34,2.12,2.12,0,0,0
5109208,2001,Branchville,Virginia,123,4.62,16.1,22,375,24844,65000,37.5,67.48,30.89,0,0,0.81,0,0.81,0,0.48,0.34,2.14,2.99,0,0,0
5109208,2002,Branchville,Virginia,123,4.62,16.03,22,375,24844,65000,37.5,67.48,30.89,0,0,0.81,0,0.81,0,0.14,0.14,0.86,0.86,0,0,0
5109208,2003,Branchville,Virginia,123,4.62,15.89,22,375,24844,65000,37.5,67.48,30.89,0,0,0.81,0,0.81,0,0.28,0.28,1.73,1.73,0,0,0
5109208,2004,Branchville,Virginia,123,4.62,15.82,22,375,24844,65000,37.5,67.48,30.89,0,0,0.81,0,0.81,0,0.89,0.62,3.91,5.65,0,0,0
5109208,2005,Branchville,Virginia,99,15.62,15.68,15.38,1350,56250,134000,32,81.82,17.17,0,0,0,0,1.01,0,0.28,0.21,1.32,1.75,0,0,0
5109208,2006,Branchville,Virginia,99,15.62,15.54,15.38,1350,56250,134000,32,81.82,17.17,0,0,0,0,1.01,0,0.83,0.55,3.54,5.31,0,0,0
5109208,2007,Branchville,Virginia,99,15.62,15.48,15.38,1350,56250,134000,32,81.82,17.17,0,0,0,0,1.01,0,0.48,0.34,2.22,3.11,0,0,0
5109208,2008,Branchville,Virginia,99,15.62,15.34,15.38,1350,56250,134000,32,81.82,17.17,0,0,0,0,1.01,0,0.21,0.21,1.35,1.35,0,0,0
5109208,2009,Branchville,Virginia,99,15.62,15.27,15.38,1350,56250,134000,32,81.82,17.17,0,0,0,0,1.01,0,0.55,0.48,3.15,3.6,0,0,0
5109208,2010,Branchville,Virginia,114,11.63,15.13,7.32,1313,33750,109800,33.8,74.56,24.56,0,0,0,0,0.88,0,0.62,0.48,3.18,4.09,1,0,0
5109208,2011,Branchville,Virginia,145,8.89,15.27,15.22,825,40833,109400,50,68.97,30.34,0,0,0,0,0,0.69,1.44,0.89,5.86,9.46,1,0,0
5109208,2012,Branchville,Virginia,145,8.89,15.34,15.22,825,40833,109400,50,68.97,30.34,0,0,0,0,0,0.69,0.89,0.69,4.48,5.83,1,0,0
5109208,2013,Branchville,Virginia,145,8.89,15.48,15.22,825,40833,109400,50,68.97,30.34,0,0,0,0,0,0.69,0.96,0.76,4.89,6.22,1,0,0
5109208,2014,Branchville,Virginia,145,8.89,15.61,15.22,825,40833,109400,50,68.97,30.34,0,0,0,0,0,0.69,1.1,0.83,5.29,7.05,0,0,0
5109208,2015,Branchville,Virginia,145,8.89,15.68,15.22,825,40833,109400,50,68.97,30.34,0,0,0,0,0,0.69,0.41,0.34,2.19,2.63,1,0,0
5109208,2016,Branchville,Virginia,145,8.89,15.82,15.22,825,40833,109400,50,68.97,30.34,0,0,0,0,0,0.69,0.69,0.62,3.91,4.35,0,0,0
5109248,2000,Brandermill,Virginia,,,1069.55,,,,,,,,,,,,,,40.4,31.71,2.96,3.78,0,0,0
5109248,2001,Brandermill,Virginia,,,1114.53,,,,,,,,,,,,,,36.24,26.67,2.39,3.25,0,0,0
5109248,2002,Brandermill,Virginia,,,1161.2,,,,,,,,,,,,,,63.49,33.09,2.85,5.47,0,0,0
5109248,2003,Brandermill,Virginia,,,1206.68,,,,,,,,,,,,,,138.92,65.59,5.44,11.51,0,0,0
5109248,2004,Brandermill,Virginia,,,1252.66,,,,,,,,,,,,,,124.51,50.74,4.05,9.94,0,0,0
5109248,2005,Brandermill,Virginia,,,1301.33,,,,,,,,,,,,,,149.48,47.88,3.68,11.49,0,0,0
5109248,2006,Brandermill,Virginia,,,1345.3,,,,,,,,,,,,,,144.57,48.28,3.59,10.75,0,0,0
5109248,2007,Brandermill,Virginia,,,1391.28,,,,,,,,,,,,,,55.95,41.83,3.01,4.02,0,0,0
5109248,2008,Brandermill,Virginia,,,1436.77,,,,,,,,,,,,,,88.67,61.18,4.26,6.17,0,0,0
5109248,2009,Brandermill,Virginia,,,1483.43,,,,,,,,,,,,,,179.76,78.97,5.32,12.12,0,0,0
5109248,2010,Brandermill,Virginia,13173,1.57,1528.41,32.1,1261,70607,251600,25.6,80.52,10.64,3.17,0.2,3.4,0.05,1.95,0.07,169.44,58.91,3.85,11.09,0,0,0
5109248,2011,Brandermill,Virginia,13721,1.38,1565.7,35.44,1232,75435,232600,25,75.91,12.04,3.88,0,3.29,0,4.21,0.67,158.01,53.14,3.39,10.09,0,0,0
5109248,2012,Brandermill,Virginia,13721,1.38,1603.95,35.44,1232,75435,232600,25,75.91,12.04,3.88,0,3.29,0,4.21,0.67,155,62.2,3.88,9.66,0,0,0
5109248,2013,Brandermill,Virginia,13721,1.38,1643.92,35.44,1232,75435,232600,25,75.91,12.04,3.88,0,3.29,0,4.21,0.67,193.03,67.69,4.12,11.74,0,0,0
5109248,2014,Brandermill,Virginia,13721,1.38,1681.21,35.44,1232,75435,232600,25,75.91,12.04,3.88,0,3.29,0,4.21,0.67,196.35,68.85,4.1,11.68,0,0,0
5109248,2015,Brandermill,Virginia,13721,1.38,1719.46,35.44,1232,75435,232600,25,75.91,12.04,3.88,0,3.29,0,4.21,0.67,150.64,48.03,2.79,8.76,0,0,0
5109248,2016,Brandermill,Virginia,13721,1.38,1756.75,35.44,1232,75435,232600,25,75.91,12.04,3.88,0,3.29,0,4.21,0.67,129.72,44.82,2.55,7.38,0,0,0
5109656,2000,Bridgewater,Virginia,5203,5.32,647.64,37.14,555,41038,126300,23.1,93.2,2.36,3.08,0.1,0.4,0,0.75,0.12,7.61,5.7,0.88,1.18,0,0,0
5109656,2001,Bridgewater,Virginia,5203,5.32,662.19,37.14,555,41038,126300,23.1,93.2,2.36,3.08,0.1,0.4,0,0.75,0.12,6.66,6.66,1.01,1.01,0,0,0
5109656,2002,Bridgewater,Virginia,5203,5.32,678.62,37.14,555,41038,126300,23.1,93.2,2.36,3.08,0.1,0.4,0,0.75,0.12,10.41,9.45,1.39,1.53,0,0,0
5109656,2003,Bridgewater,Virginia,5203,5.32,693.17,37.14,555,41038,126300,23.1,93.2,2.36,3.08,0.1,0.4,0,0.75,0.12,8.55,3.77,0.54,1.23,0,0,0
5109656,2004,Bridgewater,Virginia,5203,5.32,708.65,37.14,555,41038,126300,23.1,93.2,2.36,3.08,0.1,0.4,0,0.75,0.12,21.96,13.31,1.88,3.1,0,0,0
5109656,2005,Bridgewater,Virginia,5386,9.13,724.15,46.91,744,50924,214400,28.1,94.62,1.65,3.47,0,0.26,0,0,0,21.85,8.55,1.18,3.02,0,0,0
5109656,2006,Bridgewater,Virginia,5386,9.13,737.74,46.91,744,50924,214400,28.1,94.62,1.65,3.47,0,0.26,0,0,0,16.25,8.68,1.18,2.2,0,0,0
5109656,2007,Bridgewater,Virginia,5386,9.13,754.17,46.91,744,50924,214400,28.1,94.62,1.65,3.47,0,0.26,0,0,0,11.54,10.58,1.4,1.53,0,0,0
5109656,2008,Bridgewater,Virginia,5386,9.13,768.73,46.91,744,50924,214400,28.1,94.62,1.65,3.47,0,0.26,0,0,0,13.37,12.42,1.62,1.74,0,0,0
5109656,2009,Bridgewater,Virginia,5386,9.13,785.15,46.91,744,50924,214400,28.1,94.62,1.65,3.47,0,0.26,0,0,0,12.34,11.42,1.45,1.57,0,0,0
5109656,2010,Bridgewater,Virginia,5644,11.31,799.7,40.8,854,54233,203900,27.4,90.57,2.43,4.93,0.02,0.44,0.02,1.49,0.11,29.65,29.65,3.71,3.71,1,0,0
5109656,2011,Bridgewater,Virginia,5844,4.73,806.43,42.65,802,55205,198000,27.4,88.71,4.79,4.98,0.14,0.15,0,1.23,0,16.27,6.72,0.83,2.02,1,0,0
5109656,2012,Bridgewater,Virginia,5844,4.73,813.11,42.65,802,55205,198000,27.4,88.71,4.79,4.98,0.14,0.15,0,1.23,0,23.01,20.13,2.48,2.83,1,0,0
5109656,2013,Bridgewater,Virginia,5844,4.73,820.79,42.65,802,55205,198000,27.4,88.71,4.79,4.98,0.14,0.15,0,1.23,0,36.21,17.95,2.19,4.41,1,0,0
5109656,2014,Bridgewater,Virginia,5844,4.73,826.56,42.65,802,55205,198000,27.4,88.71,4.79,4.98,0.14,0.15,0,1.23,0,21.94,7.61,0.92,2.65,1,0,0
5109656,2015,Bridgewater,Virginia,5844,4.73,834.2,42.65,802,55205,198000,27.4,88.71,4.79,4.98,0.14,0.15,0,1.23,0,15.36,5.77,0.69,1.84,1,0,0
5109656,2016,Bridgewater,Virginia,5844,4.73,839.96,42.65,802,55205,198000,27.4,88.71,4.79,4.98,0.14,0.15,0,1.23,0,23.95,11.47,1.37,2.85,1,0,0
5109752,2000,Brightwood,Virginia,,,58.48,,,,,,,,,,,,,,1.11,1.11,1.9,1.9,0,0,0
5109752,2001,Brightwood,Virginia,,,59.22,,,,,,,,,,,,,,0.37,0,0,0.62,0,0,0
5109752,2002,Brightwood,Virginia,,,59.96,,,,,,,,,,,,,,0.37,0,0,0.62,0,0,0
5109752,2003,Brightwood,Virginia,,,61.07,,,,,,,,,,,,,,0,0,0,0,0,0,0
5109752,2004,Brightwood,Virginia,,,61.81,,,,,,,,,,,,,,3.7,1.85,2.99,5.99,0,0,0
5109752,2005,Brightwood,Virginia,,,62.55,,,,,,,,,,,,,,2.22,2.22,3.55,3.55,0,0,0
5109752,2006,Brightwood,Virginia,,,63.29,,,,,,,,,,,,,,2.22,1.11,1.75,3.51,0,0,0
5109752,2007,Brightwood,Virginia,,,64.03,,,,,,,,,,,,,,1.85,1.85,2.89,2.89,0,0,0
5109752,2008,Brightwood,Virginia,,,65.14,,,,,,,,,,,,,,1.48,1.48,2.27,2.27,0,0,0
5109752,2009,Brightwood,Virginia,,,65.88,,,,,,,,,,,,,,1.11,0.74,1.12,1.69,0,0,0
5109752,2010,Brightwood,Virginia,1001,14.13,66.62,20.42,1337,72905,297700,50,90.21,4.9,1.6,0.1,0.2,0,3,0,2.59,1.85,2.78,3.89,0,0,0
5109752,2011,Brightwood,Virginia,1703,2.69,67.36,25,,61161,265000,22.2,86.79,2.11,0,0,0,0,11.1,0,4.07,2.96,4.4,6.04,0,0,0
5109752,2012,Brightwood,Virginia,1703,2.69,67.73,25,,61161,265000,22.2,86.79,2.11,0,0,0,0,11.1,0,2.22,2.22,3.28,3.28,0,0,0
5109752,2013,Brightwood,Virginia,1703,2.69,68.48,25,,61161,265000,22.2,86.79,2.11,0,0,0,0,11.1,0,1.85,1.85,2.7,2.7,0,0,0
5109752,2014,Brightwood,Virginia,1703,2.69,69.22,25,,61161,265000,22.2,86.79,2.11,0,0,0,0,11.1,0,2.59,1.85,2.67,3.74,0,0,0
5109752,2015,Brightwood,Virginia,1703,2.69,69.59,25,,61161,265000,22.2,86.79,2.11,0,0,0,0,11.1,0,1.11,0.37,0.53,1.6,0,0,0
5109752,2016,Brightwood,Virginia,1703,2.69,70.33,25,,61161,265000,22.2,86.79,2.11,0,0,0,0,11.1,0,1.85,1.48,2.11,2.63,0,0,0
5109816,2000,Bristol,Virginia,17367,16.24,,34.92,409,27389,71400,25.8,91.92,5.48,0.97,0.24,0.37,0,0.96,0.06,,,,,0,0,0
5109816,2001,Bristol,Virginia,17367,16.24,2723,34.92,409,27389,71400,25.8,91.92,5.48,0.97,0.24,0.37,0,0.96,0.06,107,100,3.67,3.93,0,0,0
5109816,2002,Bristol,Virginia,17367,16.24,2761,34.92,409,27389,71400,25.8,91.92,5.48,0.97,0.24,0.37,0,0.96,0.06,145,137,4.96,5.25,0,0,0
5109816,2003,Bristol,Virginia,17367,16.24,2803,34.92,409,27389,71400,25.8,91.92,5.48,0.97,0.24,0.37,0,0.96,0.06,181,137,4.89,6.46,0,0,0
5109816,2004,Bristol,Virginia,17367,16.24,2842,34.92,409,27389,71400,25.8,91.92,5.48,0.97,0.24,0.37,0,0.96,0.06,248,150,5.28,8.73,0,0,0
5109816,2005,Bristol,Virginia,17526,18.49,2885,34.45,533,31797,89600,27.7,90.72,6.19,0.51,0,0.6,0,1.97,0,246,164,5.68,8.53,0,0,0
5109816,2006,Bristol,Virginia,17526,18.49,2924,34.45,533,31797,89600,27.7,90.72,6.19,0.51,0,0.6,0,1.97,0,333,213,7.28,11.39,0,0,0
5109816,2007,Bristol,Virginia,17526,18.49,2964,34.45,533,31797,89600,27.7,90.72,6.19,0.51,0,0.6,0,1.97,0,194,174,5.87,6.55,0,0,0
5109816,2008,Bristol,Virginia,17526,18.49,3004,34.45,533,31797,89600,27.7,90.72,6.19,0.51,0,0.6,0,1.97,0,222,208,6.92,7.39,0,0,0
5109816,2009,Bristol,Virginia,17526,18.49,3045,34.45,533,31797,89600,27.7,90.72,6.19,0.51,0,0.6,0,1.97,0,211,197,6.47,6.93,0,0,0
5109816,2010,Bristol,Virginia,17835,21.7,3085,39.15,577,30636,102800,28,90.27,5.61,1.24,0.27,0.68,0.02,1.78,0.13,202,180,5.83,6.55,1,0,0
